datetime,date,hour,CO2,NH3,CH4,id_channel
2024-05-27 14:31:10,2024-05-27,14:31:10,558.96755926,3.13295774,,5
2024-05-27 14:50:13,2024-05-27,14:50:13,575.55486351,3.09729496,,5
2024-05-27 14:58:39,2024-05-27,14:58:39,558.694292305,3.119045725,,5
2024-05-27 15:06:14,2024-05-27,15:06:14,565.2526992549999,3.132392785,,5
2024-05-27 15:13:48,2024-05-27,15:13:48,553.85746718,3.023074,,5
2024-05-27 15:21:24,2024-05-27,15:21:24,566.94695439,2.9766064549999998,,5
2024-05-27 15:28:59,2024-05-27,15:28:59,577.95961273,3.0547820999999997,,5
2024-05-27 15:36:32,2024-05-27,15:36:32,568.094675605,2.96050524,,5
2024-05-27 15:44:08,2024-05-27,15:44:08,567.012538455,2.97152186,,5
2024-05-27 15:51:42,2024-05-27,15:51:42,585.5837608100001,2.97039195,,5
2024-05-27 15:59:19,2024-05-27,15:59:19,570.3627913400001,2.9446158799999997,,5
2024-05-27 16:06:55,2024-05-27,16:06:55,583.069704815,2.90062001,,5
2024-05-27 16:14:32,2024-05-27,16:14:32,588.72633081,2.882612075,,5
2024-05-27 16:22:12,2024-05-27,16:22:12,607.1171969750001,3.0021000449999997,,5
2024-05-27 16:29:52,2024-05-27,16:29:52,621.600345665,2.9206052949999997,,5
2024-05-27 16:37:30,2024-05-27,16:37:30,629.8803344400001,2.952030915,,5
2024-05-27 16:45:07,2024-05-27,16:45:07,648.6811010399999,2.8636154649999996,,5
2024-05-27 16:52:44,2024-05-27,16:52:44,665.4870188550001,2.874773325,,5
2024-05-27 17:00:17,2024-05-27,17:00:17,675.024035635,2.980984855,,5
2024-05-27 17:07:56,2024-05-27,17:07:56,682.42957015,2.896665325,,5
2024-05-27 17:15:34,2024-05-27,17:15:34,676.089776765,2.90408036,,5
2024-05-27 17:23:10,2024-05-27,17:23:10,633.9520120899999,2.827528965,,5
2024-05-27 17:30:45,2024-05-27,17:30:45,640.67437922,2.723153535,,5
2024-05-27 17:38:20,2024-05-27,17:38:20,684.06917189,2.6978717999999997,,5
2024-05-27 17:45:56,2024-05-27,17:45:56,682.7574904999999,2.659243005,,5
2024-05-27 17:53:32,2024-05-27,17:53:32,674.04027459,2.725554595,,5
2024-05-27 18:01:09,2024-05-27,18:01:09,721.452091525,2.7357237850000002,,5
2024-05-27 18:08:43,2024-05-27,18:08:43,740.8813721199999,2.7379835999999997,,5
2024-05-27 18:16:16,2024-05-27,18:16:16,652.0422846050001,2.74688164,,5
2024-05-27 18:23:52,2024-05-27,18:23:52,594.273650025,2.73169848,,5
2024-05-27 18:31:28,2024-05-27,18:31:28,585.501780725,2.636644805,,5
2024-05-27 18:39:03,2024-05-27,18:39:03,585.17386038,2.52379505,,5
2024-05-27 18:46:39,2024-05-27,18:46:39,592.60672159,2.710653905,,5
2024-05-27 18:54:20,2024-05-27,18:54:20,619.4961900999999,2.5574098750000003,,5
2024-05-27 19:01:55,2024-05-27,19:01:55,621.518365575,2.57704206,,5
2024-05-27 19:09:29,2024-05-27,19:09:29,643.953582695,2.5617882749999996,,5
2024-05-27 19:17:07,2024-05-27,19:17:07,653.10802573,2.65733628,,5
2024-05-27 19:24:42,2024-05-27,19:24:42,626.87439792,2.48827351,,5
2024-05-27 19:32:16,2024-05-27,19:32:16,624.9068758349999,2.487708555,,5
2024-05-27 19:39:48,2024-05-27,19:39:48,642.313980955,2.44032296,,5
2024-05-27 19:47:25,2024-05-27,19:47:25,633.67874513,2.4946998750000002,,5
2024-05-27 19:55:00,2024-05-27,19:55:00,623.2399474050001,2.3507776,,5
2024-05-27 20:02:35,2024-05-27,20:02:35,630.8914221800001,2.43636827,,5
2024-05-27 20:10:11,2024-05-27,20:10:11,628.295386095,2.38629914,,5
2024-05-27 20:17:48,2024-05-27,20:17:48,636.247454525,2.29767183,,5
2024-05-27 20:25:23,2024-05-27,20:25:23,662.8909827699999,2.394844085,,5
2024-05-27 20:33:00,2024-05-27,20:33:00,657.56227712,2.3818501149999998,,5
2024-05-27 20:40:38,2024-05-27,20:40:38,629.33380053,2.326343295,,5
2024-05-27 20:48:12,2024-05-27,20:48:12,623.43123427,2.189694815,,5
2024-05-27 20:55:45,2024-05-27,20:55:45,628.70528653,2.1290327749999998,,5
2024-05-27 21:03:21,2024-05-27,21:03:21,655.34881478,2.29760121,,5
2024-05-27 21:10:53,2024-05-27,21:10:53,663.792763725,2.22140291,,5
