1,2,3,4,5,6,Timestamp,Entity Name
,"56,3",,,,,2025-09-18 13:30:36,DEV_FARM60_TYPE11_ID2
,,"49,40000000000001",,,,2025-09-18 13:30:37,DEV_FARM60_TYPE11_ID3
,,,"54,1",,,2025-09-18 13:30:37,DEV_FARM60_TYPE11_ID4
,,,,"48,8",,2025-09-18 13:30:39,DEV_FARM60_TYPE11_ID5
,"56,40000000000001",,,,,2025-09-18 13:40:36,DEV_FARM60_TYPE11_ID2
,,"50,2",,,,2025-09-18 13:40:37,DEV_FARM60_TYPE11_ID3
,,,"54,5",,,2025-09-18 13:40:38,DEV_FARM60_TYPE11_ID4
,,,,"49,8",,2025-09-18 13:40:39,DEV_FARM60_TYPE11_ID5
,"55,7",,,,,2025-09-18 13:50:36,DEV_FARM60_TYPE11_ID2
,,"50,40000000000001",,,,2025-09-18 13:50:37,DEV_FARM60_TYPE11_ID3
,,,"54,3",,,2025-09-18 13:50:39,DEV_FARM60_TYPE11_ID4
,,,,"50,3",,2025-09-18 13:50:39,DEV_FARM60_TYPE11_ID5
,"57,1",,,,,2025-09-18 14:00:36,DEV_FARM60_TYPE11_ID2
,,"52,3",,,,2025-09-18 14:00:37,DEV_FARM60_TYPE11_ID3
,,,56,,,2025-09-18 14:00:37,DEV_FARM60_TYPE11_ID4
,,,,"52,3",,2025-09-18 14:00:39,DEV_FARM60_TYPE11_ID5
,"57,90000000000001",,,,,2025-09-18 14:10:36,DEV_FARM60_TYPE11_ID2
,,"53,2",,,,2025-09-18 14:10:37,DEV_FARM60_TYPE11_ID3
,,,"56,8",,,2025-09-18 14:10:38,DEV_FARM60_TYPE11_ID4
,,,,"53,3",,2025-09-18 14:10:39,DEV_FARM60_TYPE11_ID5
,"57,2",,,,,2025-09-18 14:20:36,DEV_FARM60_TYPE11_ID2
,,"52,5",,,,2025-09-18 14:20:37,DEV_FARM60_TYPE11_ID3
,,,"55,8",,,2025-09-18 14:20:38,DEV_FARM60_TYPE11_ID4
,,,,"52,8",,2025-09-18 14:20:39,DEV_FARM60_TYPE11_ID5
,"56,90000000000001",,,,,2025-09-18 14:30:36,DEV_FARM60_TYPE11_ID2
,,"52,40000000000001",,,,2025-09-18 14:30:37,DEV_FARM60_TYPE11_ID3
,,,"55,8",,,2025-09-18 14:30:38,DEV_FARM60_TYPE11_ID4
,,,,"52,40000000000001",,2025-09-18 14:30:39,DEV_FARM60_TYPE11_ID5
,"57,2",,,,,2025-09-18 14:40:36,DEV_FARM60_TYPE11_ID2
,,"52,7",,,,2025-09-18 14:40:37,DEV_FARM60_TYPE11_ID3
,,,56,,,2025-09-18 14:40:38,DEV_FARM60_TYPE11_ID4
,,,,"52,7",,2025-09-18 14:40:38,DEV_FARM60_TYPE11_ID5
,56,,,,,2025-09-18 14:50:36,DEV_FARM60_TYPE11_ID2
,,"50,90000000000001",,,,2025-09-18 14:50:37,DEV_FARM60_TYPE11_ID3
,,,"54,8",,,2025-09-18 14:50:38,DEV_FARM60_TYPE11_ID4
,,,,"51,7",,2025-09-18 14:50:38,DEV_FARM60_TYPE11_ID5
,"55,7",,,,,2025-09-18 15:00:36,DEV_FARM60_TYPE11_ID2
,,"49,8",,,,2025-09-18 15:00:37,DEV_FARM60_TYPE11_ID3
,,,"54,2",,,2025-09-18 15:00:38,DEV_FARM60_TYPE11_ID4
,,,,"50,7",,2025-09-18 15:00:38,DEV_FARM60_TYPE11_ID5
,"57,3",,,,,2025-09-18 15:10:36,DEV_FARM60_TYPE11_ID2
,,"51,7",,,,2025-09-18 15:10:37,DEV_FARM60_TYPE11_ID3
,,,"55,90000000000001",,,2025-09-18 15:10:38,DEV_FARM60_TYPE11_ID4
,,,,"52,3",,2025-09-18 15:10:38,DEV_FARM60_TYPE11_ID5
,"56,6",,,,,2025-09-18 15:20:36,DEV_FARM60_TYPE11_ID2
,,"51,6",,,,2025-09-18 15:20:37,DEV_FARM60_TYPE11_ID3
,,,"55,90000000000001",,,2025-09-18 15:20:38,DEV_FARM60_TYPE11_ID4
,,,,52,,2025-09-18 15:20:39,DEV_FARM60_TYPE11_ID5
