Data,Postazione,Unità,Sensore,Misura
2024-05-29 23:51:14,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.2
2024-05-29 23:51:13,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.54
2024-05-29 23:51:13,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),116.0
2024-05-29 23:51:13,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.99
2024-05-29 23:50:11,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.2
2024-05-29 23:50:10,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.59
2024-05-29 23:50:10,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:50:10,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.2
2024-05-29 23:50:10,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.192
2024-05-29 23:50:09,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),120.5
2024-05-29 23:50:09,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.3
2024-05-29 23:49:07,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.1
2024-05-29 23:49:07,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:49:07,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.1
2024-05-29 23:49:07,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.091
2024-05-29 23:49:06,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),97.0
2024-05-29 23:49:06,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.01
2024-05-29 23:49:06,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.66
2024-05-29 23:48:04,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.2
2024-05-29 23:48:03,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.47
2024-05-29 23:48:03,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:48:03,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.1
2024-05-29 23:48:03,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.091
2024-05-29 23:48:02,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),111.1
2024-05-29 23:48:02,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.22
2024-05-29 23:47:00,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.2
2024-05-29 23:47:00,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.192
2024-05-29 23:47:00,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.2
2024-05-29 23:47:00,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:46:59,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.3
2024-05-29 23:46:59,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),101.6
2024-05-29 23:46:59,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.13
2024-05-29 23:45:57,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.2
2024-05-29 23:45:56,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:45:56,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.2
2024-05-29 23:45:56,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.192
2024-05-29 23:45:56,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.3
2024-05-29 23:45:55,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),112.2
2024-05-29 23:45:55,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.99
2024-05-29 23:44:52,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),101.5
2024-05-29 23:44:52,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.98
2024-05-29 23:44:52,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.21
2024-05-29 23:43:50,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.2
2024-05-29 23:43:49,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.2
2024-05-29 23:43:49,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.192
2024-05-29 23:43:49,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:43:49,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.09
2024-05-29 23:43:48,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),122.1
2024-05-29 23:43:48,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.74
2024-05-29 23:42:46,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:42:46,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.2
2024-05-29 23:42:46,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.192
2024-05-29 23:42:46,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.2
2024-05-29 23:42:45,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),103.3
2024-05-29 23:42:45,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.0
2024-05-29 23:42:45,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.16
2024-05-29 23:41:43,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.2
2024-05-29 23:41:42,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:41:42,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.2
2024-05-29 23:41:42,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.192
2024-05-29 23:41:42,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.1
2024-05-29 23:41:41,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.57
2024-05-29 23:41:41,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),91.5
2024-05-29 23:40:39,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.2
2024-05-29 23:40:39,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:40:39,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.2
2024-05-29 23:40:39,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.192
2024-05-29 23:40:38,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),102.2
2024-05-29 23:40:38,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.82
2024-05-29 23:40:38,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.93
2024-05-29 23:39:36,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.2
2024-05-29 23:39:35,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.74
2024-05-29 23:39:35,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:39:35,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.2
2024-05-29 23:39:35,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.192
2024-05-29 23:39:34,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),110.1
2024-05-29 23:39:34,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.61
2024-05-29 23:38:32,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:38:32,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.3
2024-05-29 23:38:32,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.292
2024-05-29 23:38:32,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.3
2024-05-29 23:38:31,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),113.2
2024-05-29 23:38:31,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.76
2024-05-29 23:38:31,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.92
2024-05-29 23:37:29,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.3
2024-05-29 23:37:28,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:37:28,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.3
2024-05-29 23:37:28,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.292
2024-05-29 23:37:28,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.13
2024-05-29 23:37:27,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),126.4
2024-05-29 23:37:27,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.74
2024-05-29 23:36:25,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.3
2024-05-29 23:36:25,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:36:25,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.3
2024-05-29 23:36:25,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.292
2024-05-29 23:36:24,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),128.8
2024-05-29 23:36:24,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.18
2024-05-29 23:36:24,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.29
2024-05-29 23:35:22,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.3
2024-05-29 23:35:21,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.99
2024-05-29 23:35:21,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:35:21,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.3
2024-05-29 23:35:21,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.292
2024-05-29 23:35:20,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),124.1
2024-05-29 23:35:20,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.66
2024-05-29 23:34:18,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:34:18,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.3
2024-05-29 23:34:18,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.292
2024-05-29 23:34:18,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.3
2024-05-29 23:34:17,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),114.2
2024-05-29 23:34:17,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.7
2024-05-29 23:34:17,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.98
2024-05-29 23:33:15,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.3
2024-05-29 23:33:14,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.3
2024-05-29 23:33:14,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.292
2024-05-29 23:33:14,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.06
2024-05-29 23:33:14,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:33:13,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),126.0
2024-05-29 23:33:13,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.78
2024-05-29 23:32:11,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:32:11,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.3
2024-05-29 23:32:11,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.292
2024-05-29 23:32:11,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.3
2024-05-29 23:32:10,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),125.6
2024-05-29 23:32:10,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.01
2024-05-29 23:32:10,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.53
2024-05-29 23:31:08,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.3
2024-05-29 23:31:07,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.54
2024-05-29 23:31:07,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:31:07,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.3
2024-05-29 23:31:07,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.292
2024-05-29 23:31:06,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.21
2024-05-29 23:31:06,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),117.0
2024-05-29 23:30:04,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:30:04,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.3
2024-05-29 23:30:04,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.292
2024-05-29 23:30:04,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.3
2024-05-29 23:30:03,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),117.8
2024-05-29 23:30:03,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.13
2024-05-29 23:30:03,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.42
2024-05-29 23:29:01,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.3
2024-05-29 23:29:00,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.292
2024-05-29 23:29:00,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.27
2024-05-29 23:29:00,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:29:00,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.3
2024-05-29 23:28:59,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),120.6
2024-05-29 23:28:59,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.18
2024-05-29 23:27:57,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:27:57,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:27:57,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:27:57,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:27:56,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.94
2024-05-29 23:27:56,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),114.9
2024-05-29 23:27:56,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.72
2024-05-29 23:26:54,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:26:53,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.92
2024-05-29 23:26:53,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:26:53,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:26:53,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:26:52,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),128.8
2024-05-29 23:26:52,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.69
2024-05-29 23:25:50,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:25:50,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:25:50,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:25:50,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:25:49,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.04
2024-05-29 23:25:49,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),118.7
2024-05-29 23:25:49,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.86
2024-05-29 23:24:47,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:24:46,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:24:46,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:24:46,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:24:46,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.14
2024-05-29 23:24:45,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),119.0
2024-05-29 23:24:45,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.07
2024-05-29 23:23:43,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:23:43,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:23:43,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:23:43,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:23:42,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.67
2024-05-29 23:23:42,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),107.5
2024-05-29 23:23:42,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.5
2024-05-29 23:22:40,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:22:39,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:22:39,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:22:39,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:22:39,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.76
2024-05-29 23:22:38,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),118.1
2024-05-29 23:22:38,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.58
2024-05-29 23:21:36,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:21:36,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:21:36,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:21:36,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:21:35,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.71
2024-05-29 23:21:35,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),116.1
2024-05-29 23:21:35,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.36
2024-05-29 23:20:33,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:20:32,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.82
2024-05-29 23:20:32,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:20:32,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:20:32,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:20:31,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),111.6
2024-05-29 23:20:31,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.62
2024-05-29 23:19:29,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:19:29,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:19:29,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:19:29,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:19:28,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.03
2024-05-29 23:19:28,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),114.9
2024-05-29 23:19:28,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.74
2024-05-29 23:18:26,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:18:25,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.0
2024-05-29 23:18:25,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:18:25,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:18:25,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:18:24,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),117.1
2024-05-29 23:18:24,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.76
2024-05-29 23:17:22,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:17:22,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:17:22,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:17:22,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:17:21,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.99
2024-05-29 23:17:21,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.28
2024-05-29 23:17:21,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),122.2
2024-05-29 23:16:19,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:16:18,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:16:18,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:16:18,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:16:18,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.13
2024-05-29 23:16:17,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),121.6
2024-05-29 23:16:17,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.95
2024-05-29 23:15:15,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),10.0
2024-05-29 23:15:15,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),17.4
2024-05-29 23:15:15,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:15:14,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.26
2024-05-29 23:14:12,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:14:11,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:14:11,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:14:11,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:14:11,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.28
2024-05-29 23:14:10,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),107.6
2024-05-29 23:14:10,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.19
2024-05-29 23:13:08,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:13:08,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:13:08,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:13:08,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:13:07,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),112.0
2024-05-29 23:13:07,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.75
2024-05-29 23:13:07,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.19
2024-05-29 23:12:05,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),17.4
2024-05-29 23:12:04,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.36
2024-05-29 23:12:04,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.393
2024-05-29 23:12:04,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),17.4
2024-05-29 23:12:04,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),100.0
2024-05-29 23:12:03,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),113.0
2024-05-29 23:12:03,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.82
