datetime,date,hour,dew_point_in,dew_point_out,humidity_in,humidity_out,temperature_in,temperature_out,wet_bulb_in,wet_bulb_out,wind_dir_in,wind_dir_out,wind_gust_in,wind_gust_out,wind_speed_in,wind_speed_out
2024-05-27 00:22:30,2024-05-27,00:22:30,17.7,,100.0,,17.7,,17.695,,158.9,,0.16,,0.1,
2024-05-27 00:23:19,2024-05-27,00:23:19,,14.8,,89.9,,16.5,,15.312,,38.6,,0.8,,0.75
2024-05-27 00:23:34,2024-05-27,00:23:34,17.7,,100.0,,17.7,,17.695,,158.9,,0.17,,0.14,
2024-05-27 00:24:22,2024-05-27,00:24:22,,14.8,,89.8,,16.5,,15.3,,41.5,,1.21,,1.02
2024-05-27 00:24:38,2024-05-27,00:24:38,17.7,,100.0,,17.7,,17.695,,158.9,,0.17,,0.15,
2024-05-27 00:25:26,2024-05-27,00:25:26,,14.7,,89.7,,16.4,,15.19,,35.1,,1.44,,0.94
2024-05-27 00:25:41,2024-05-27,00:25:41,17.7,,100.0,,17.7,,17.695,,355.7,,0.24,,0.08,
2024-05-27 00:26:30,2024-05-27,00:26:30,,14.7,,89.5,,16.4,,15.167,,53.3,,1.59,,0.68
2024-05-27 00:26:45,2024-05-27,00:26:45,17.7,,100.0,,17.7,,17.695,,355.7,,0.21,,0.14,
2024-05-27 00:27:33,2024-05-27,00:27:33,,14.6,,89.3,,16.4,,15.144,,12.2,,0.9,,0.64
2024-05-27 00:27:48,2024-05-27,00:27:48,17.8,,100.0,,17.8,,17.796,,2.6,,0.24,,0.2,
2024-05-27 00:28:36,2024-05-27,00:28:36,,14.6,,89.2,,16.4,,15.133,,17.5,,1.17,,1.09
2024-05-27 00:28:52,2024-05-27,00:28:52,17.8,,100.0,,17.8,,17.796,,17.6,,0.31,,0.19,
2024-05-27 00:29:40,2024-05-27,00:29:40,,14.6,,89.0,,16.4,,15.109,,64.0,,1.23,,0.53
2024-05-27 00:29:55,2024-05-27,00:29:55,17.7,,100.0,,17.7,,17.695,,15.2,,0.36,,0.15,
2024-05-27 00:30:44,2024-05-27,00:30:44,,14.5,,88.9,,16.4,,15.098,,43.4,,1.19,,0.95
2024-05-27 00:30:59,2024-05-27,00:30:59,17.7,,100.0,,17.7,,17.695,,12.2,,0.3,,0.11,
2024-05-27 00:31:47,2024-05-27,00:31:47,,14.5,,88.7,,16.4,,15.075,,49.4,,1.21,,0.99
2024-05-27 00:32:02,2024-05-27,00:32:02,17.7,,100.0,,17.7,,17.695,,12.2,,0.15,,0.07,
2024-05-27 00:32:50,2024-05-27,00:32:50,,,,,,14.5,,,,16.4,,8.86,,1.12
2024-05-27 00:33:06,2024-05-27,00:33:06,17.7,,100.0,,17.7,,17.695,,0.7,,1.76,,0.51,
2024-05-27 00:33:54,2024-05-27,00:33:54,,14.5,,88.5,,16.4,,15.052,,66.4,,1.52,,1.08
2024-05-27 00:34:09,2024-05-27,00:34:09,17.5,,100.0,,17.5,,17.494,,330.2,,1.76,,1.08,
2024-05-27 00:34:58,2024-05-27,00:34:58,,14.4,,88.2,,16.4,,15.017,,62.4,,1.43,,1.33
2024-05-27 00:35:13,2024-05-27,00:35:13,17.3,,100.0,,17.3,,17.292,,331.3,,1.87,,0.94,
2024-05-27 00:36:01,2024-05-27,00:36:01,,14.4,,88.0,,16.4,,14.994,,50.9,,1.53,,1.01
2024-05-27 00:36:16,2024-05-27,00:36:16,17.2,,100.0,,17.2,,17.192,,358.8,,1.46,,0.41,
2024-05-27 00:37:04,2024-05-27,00:37:04,,14.3,,87.9,,16.3,,14.885,,37.8,,1.74,,1.55
2024-05-27 00:37:20,2024-05-27,00:37:20,17.1,,100.0,,17.1,,17.091,,357.0,,0.57,,0.33,
2024-05-27 00:38:08,2024-05-27,00:38:08,,14.2,,87.7,,16.3,,14.862,,30.8,,1.89,,1.2
2024-05-27 00:38:24,2024-05-27,00:38:24,17.2,,100.0,,17.1,,17.091,,14.0,,0.48,,0.37,
2024-05-27 00:39:12,2024-05-27,00:39:12,,14.2,,87.5,,16.3,,14.839,,31.8,,1.51,,1.19
2024-05-27 00:39:26,2024-05-27,00:39:26,17.1,,100.0,,17.1,,17.091,,338.5,,0.44,,0.36,
2024-05-27 00:40:15,2024-05-27,00:40:15,,14.1,,87.3,,16.3,,14.816,,31.0,,1.59,,0.91
2024-05-27 00:40:30,2024-05-27,00:40:30,17.2,,100.0,,17.2,,17.192,,349.2,,0.49,,0.35,
2024-05-27 00:41:18,2024-05-27,00:41:18,,14.1,,87.2,,16.3,,14.804,,13.7,,1.62,,0.78
2024-05-27 00:41:34,2024-05-27,00:41:34,17.2,,100.0,,17.2,,17.192,,359.9,,0.53,,0.39,
2024-05-27 00:42:22,2024-05-27,00:42:22,,14.1,,87.0,,16.3,,14.781,,37.8,,1.87,,1.31
2024-05-27 00:42:37,2024-05-27,00:42:37,17.2,,100.0,,17.2,,17.192,,12.0,,0.51,,0.39,
2024-05-27 00:43:26,2024-05-27,00:43:26,,14.1,,86.8,,16.3,,14.758,,50.6,,1.71,,1.28
2024-05-27 00:43:40,2024-05-27,00:43:40,17.2,,100.0,,17.2,,17.192,,2.3,,0.47,,0.39,
2024-05-27 00:44:29,2024-05-27,00:44:29,,14.0,,86.6,,16.3,,14.735,,33.4,,1.84,,1.58
2024-05-27 00:44:44,2024-05-27,00:44:44,17.1,,100.0,,17.1,,17.091,,8.2,,0.61,,0.38,
2024-05-27 00:45:32,2024-05-27,00:45:32,,14.0,,86.4,,16.3,,14.712,,35.0,,1.75,,1.4
2024-05-27 00:45:48,2024-05-27,00:45:48,17.1,,100.0,,17.1,,17.091,,323.7,,0.41,,0.17,
2024-05-27 00:46:36,2024-05-27,00:46:36,,13.9,,86.2,,16.2,,14.592,,38.8,,1.6,,1.08
2024-05-27 00:46:52,2024-05-27,00:46:52,17.1,,100.0,,17.1,,17.091,,324.9,,0.48,,0.29,
2024-05-27 00:47:40,2024-05-27,00:47:40,,13.9,,86.1,,16.2,,14.58,,47.1,,1.67,,1.08
2024-05-27 00:47:55,2024-05-27,00:47:55,17.1,,100.0,,17.1,,17.091,,342.1,,0.41,,0.26,
2024-05-27 00:48:43,2024-05-27,00:48:43,,13.9,,86.0,,16.2,,14.569,,33.7,,1.76,,1.68
2024-05-27 00:48:58,2024-05-27,00:48:58,17.1,,100.0,,17.1,,17.091,,351.0,,0.43,,0.28,
2024-05-27 00:49:46,2024-05-27,00:49:46,,13.8,,85.9,,16.2,,14.557,,34.2,,1.61,,1.32
2024-05-27 00:50:02,2024-05-27,00:50:02,,,,,17.1,,,,17.1,,10.0,,2.13,
2024-05-27 00:50:50,2024-05-27,00:50:50,,13.8,,85.8,,16.2,,14.546,,23.6,,1.59,,1.41
2024-05-27 00:51:06,2024-05-27,00:51:06,16.9,,100.0,,16.9,,16.889,,329.0,,1.74,,1.4,
2024-05-27 00:51:54,2024-05-27,00:51:54,,13.7,,85.8,,16.1,,14.448,,17.2,,1.64,,1.2
2024-05-27 00:52:09,2024-05-27,00:52:09,16.7,,100.0,,16.8,,16.789,,322.7,,1.89,,1.15,
2024-05-27 00:52:57,2024-05-27,00:52:57,,13.8,,85.9,,16.2,,14.557,,15.2,,1.81,,1.5
2024-05-27 00:53:12,2024-05-27,00:53:12,16.7,,100.0,,16.7,,16.688,,334.7,,1.53,,0.28,
2024-05-27 00:54:00,2024-05-27,00:54:00,,13.7,,85.9,,16.1,,14.46,,19.8,,1.53,,1.02
2024-05-27 00:54:16,2024-05-27,00:54:16,16.7,,100.0,,16.7,,16.688,,345.9,,0.42,,0.39,
2024-05-27 00:55:20,2024-05-27,00:55:20,16.7,,100.0,,16.7,,16.688,,345.5,,0.52,,0.46,
2024-05-27 00:55:31,2024-05-27,00:55:31,,13.7,,85.8,,16.1,,14.448,,18.7,,1.58,,1.22
2024-05-27 00:56:23,2024-05-27,00:56:23,16.8,,100.0,,16.8,,16.789,,347.4,,0.53,,0.31,
2024-05-27 00:56:35,2024-05-27,00:56:35,,13.7,,85.6,,16.1,,14.425,,16.3,,1.46,,0.78
2024-05-27 00:57:26,2024-05-27,00:57:26,16.8,,100.0,,16.8,,16.789,,7.2,,0.5,,0.3,
2024-05-27 00:57:38,2024-05-27,00:57:38,,13.7,,85.7,,16.1,,14.437,,21.5,,1.41,,1.05
2024-05-27 00:58:30,2024-05-27,00:58:30,16.7,,100.0,,16.7,,16.688,,348.5,,0.55,,0.34,
2024-05-27 00:58:42,2024-05-27,00:58:42,,13.7,,85.6,,16.0,,14.328,,28.3,,1.67,,1.27
2024-05-27 00:59:34,2024-05-27,00:59:34,16.8,,100.0,,16.8,,16.789,,30.4,,0.49,,0.13,
2024-05-27 00:59:46,2024-05-27,00:59:46,,13.6,,85.7,,16.0,,14.339,,39.0,,1.64,,1.4
2024-05-27 01:00:37,2024-05-27,01:00:37,16.7,,100.0,,16.7,,16.688,,12.6,,0.37,,0.16,
2024-05-27 01:00:49,2024-05-27,01:00:49,,13.6,,85.7,,16.0,,14.339,,37.8,,1.65,,1.09
2024-05-27 01:01:40,2024-05-27,01:01:40,16.7,,100.0,,16.7,,16.688,,350.6,,0.49,,0.41,
2024-05-27 01:01:52,2024-05-27,01:01:52,,13.6,,85.8,,16.0,,14.351,,32.3,,1.47,,1.16
2024-05-27 01:02:44,2024-05-27,01:02:44,16.7,,100.0,,16.7,,16.688,,328.3,,0.48,,0.3,
2024-05-27 01:02:56,2024-05-27,01:02:56,,13.6,,86.0,,16.0,,14.373,,12.1,,1.52,,1.29
2024-05-27 01:03:48,2024-05-27,01:03:48,,,,,16.7,,,,16.7,,10.0,,0.74,
2024-05-27 01:04:00,2024-05-27,01:04:00,,13.5,,86.0,,15.9,,14.276,,35.4,,1.47,,1.03
2024-05-27 01:04:51,2024-05-27,01:04:51,16.6,,100.0,,16.6,,16.587,,345.6,,0.79,,0.53,
2024-05-27 01:05:03,2024-05-27,01:05:03,,13.6,,86.1,,15.9,,14.287,,16.6,,1.66,,1.3
2024-05-27 01:05:54,2024-05-27,01:05:54,16.6,,100.0,,16.6,,16.587,,344.4,,0.61,,0.36,
2024-05-27 01:06:06,2024-05-27,01:06:06,,13.6,,86.2,,15.9,,14.299,,19.0,,1.75,,1.39
2024-05-27 01:06:58,2024-05-27,01:06:58,,,,,16.6,,,,16.6,,10.0,,1.9,
2024-05-27 01:07:10,2024-05-27,01:07:10,,13.6,,86.4,,15.9,,14.322,,13.5,,1.65,,1.57
2024-05-27 01:08:02,2024-05-27,01:08:02,16.4,,100.0,,16.4,,16.386,,331.0,,1.74,,1.08,
2024-05-27 01:08:14,2024-05-27,01:08:14,,13.6,,86.7,,15.8,,14.258,,12.8,,1.61,,1.34
2024-05-27 01:09:05,2024-05-27,01:09:05,16.3,,100.0,,16.3,,16.285,,328.2,,1.95,,1.25,
2024-05-27 01:09:17,2024-05-27,01:09:17,,13.6,,86.9,,15.8,,14.281,,12.2,,1.63,,1.41
2024-05-27 01:10:08,2024-05-27,01:10:08,16.2,,100.0,,16.2,,16.184,,357.5,,1.93,,0.8,
2024-05-27 01:10:20,2024-05-27,01:10:20,,13.6,,87.0,,15.8,,14.292,,21.8,,1.8,,1.18
2024-05-27 01:11:12,2024-05-27,01:11:12,16.2,,100.0,,16.2,,16.184,,351.0,,0.65,,0.48,
2024-05-27 01:11:24,2024-05-27,01:11:24,,13.6,,87.1,,15.8,,14.303,,16.4,,1.46,,1.1
2024-05-27 01:12:16,2024-05-27,01:12:16,16.2,,100.0,,16.2,,16.184,,5.4,,0.6,,0.26,
2024-05-27 01:12:28,2024-05-27,01:12:28,,13.7,,87.3,,15.8,,14.326,,11.7,,1.51,,1.17
2024-05-27 01:13:19,2024-05-27,01:13:19,16.3,,100.0,,16.3,,16.285,,10.4,,0.37,,0.23,
2024-05-27 01:13:31,2024-05-27,01:13:31,,13.7,,87.5,,15.8,,14.349,,13.2,,1.34,,1.13
2024-05-27 01:14:22,2024-05-27,01:14:22,16.3,,100.0,,16.3,,16.285,,12.3,,0.2,,0.08,
2024-05-27 01:14:34,2024-05-27,01:14:34,,13.7,,87.6,,15.8,,14.36,,42.7,,1.49,,0.67
2024-05-27 01:15:26,2024-05-27,01:15:26,16.4,,100.0,,16.4,,16.386,,100.4,,0.31,,0.25,
2024-05-27 01:15:38,2024-05-27,01:15:38,,13.8,,87.8,,15.8,,14.383,,57.9,,1.29,,0.4
2024-05-27 01:16:30,2024-05-27,01:16:30,16.4,,100.0,,16.4,,16.386,,103.0,,0.45,,0.28,
2024-05-27 01:16:42,2024-05-27,01:16:42,,13.8,,88.0,,15.8,,14.406,,45.7,,0.94,,0.73
2024-05-27 01:17:33,2024-05-27,01:17:33,16.4,,100.0,,16.4,,16.386,,71.2,,0.42,,0.18,
2024-05-27 01:17:45,2024-05-27,01:17:45,,13.9,,88.2,,15.8,,14.429,,42.6,,1.19,,0.77
2024-05-27 01:18:36,2024-05-27,01:18:36,16.4,,100.0,,16.4,,16.386,,140.4,,0.41,,0.19,
2024-05-27 01:18:48,2024-05-27,01:18:48,,13.9,,88.3,,15.8,,14.44,,29.1,,1.24,,1.13
2024-05-27 01:19:40,2024-05-27,01:19:40,16.4,,100.0,,16.4,,16.386,,100.5,,0.32,,0.15,
2024-05-27 01:19:52,2024-05-27,01:19:52,,13.8,,88.3,,15.7,,14.342,,90.5,,1.31,,1.09
2024-05-27 01:20:44,2024-05-27,01:20:44,16.4,,100.0,,16.4,,16.386,,129.7,,0.36,,0.27,
2024-05-27 01:20:56,2024-05-27,01:20:56,,13.8,,88.4,,15.7,,14.353,,72.7,,1.19,,0.89
2024-05-27 01:21:47,2024-05-27,01:21:47,16.4,,100.0,,16.4,,16.386,,137.7,,0.47,,0.43,
2024-05-27 01:21:59,2024-05-27,01:21:59,,13.8,,88.4,,15.7,,14.353,,111.6,,1.22,,0.79
2024-05-27 01:22:50,2024-05-27,01:22:50,16.4,,100.0,,16.4,,16.386,,167.4,,0.65,,0.45,
2024-05-27 01:23:02,2024-05-27,01:23:02,,13.8,,88.6,,15.7,,14.376,,80.4,,0.86,,0.61
2024-05-27 01:23:54,2024-05-27,01:23:54,16.5,,100.0,,16.5,,16.487,,310.2,,1.87,,1.01,
2024-05-27 01:24:06,2024-05-27,01:24:06,,13.7,,88.6,,15.6,,14.278,,138.5,,0.8,,0.66
2024-05-27 01:24:58,2024-05-27,01:24:58,16.5,,100.0,,16.5,,16.487,,315.3,,1.59,,0.75,
2024-05-27 01:25:10,2024-05-27,01:25:10,,13.7,,88.6,,15.6,,14.278,,130.4,,1.01,,0.93
2024-05-27 01:26:01,2024-05-27,01:26:01,16.4,,100.0,,16.4,,16.386,,319.4,,1.94,,1.12,
2024-05-27 01:26:13,2024-05-27,01:26:13,,13.7,,88.7,,15.6,,14.289,,108.8,,1.1,,0.83
2024-05-27 01:27:04,2024-05-27,01:27:04,16.3,,100.0,,16.3,,16.285,,325.6,,1.87,,0.29,
2024-05-27 01:27:16,2024-05-27,01:27:16,,13.8,,88.8,,15.6,,14.301,,123.0,,0.82,,0.68
2024-05-27 01:28:08,2024-05-27,01:28:08,16.3,,100.0,,16.3,,16.285,,203.7,,0.39,,0.22,
2024-05-27 01:28:20,2024-05-27,01:28:20,,13.7,,88.9,,15.5,,14.214,,121.1,,0.96,,0.51
2024-05-27 01:29:12,2024-05-27,01:29:12,16.4,,100.0,,16.4,,16.386,,194.2,,0.3,,0.17,
2024-05-27 01:29:24,2024-05-27,01:29:24,,13.7,,89.0,,15.5,,14.225,,118.7,,0.76,,0.67
2024-05-27 01:30:15,2024-05-27,01:30:15,16.5,,100.0,,16.5,,16.487,,184.9,,0.27,,0.09,
2024-05-27 01:30:27,2024-05-27,01:30:27,,13.7,,89.2,,15.5,,14.248,,118.1,,0.89,,0.75
2024-05-27 01:31:18,2024-05-27,01:31:18,16.5,,100.0,,16.5,,16.487,,184.9,,0.25,,0.1,
2024-05-27 01:31:30,2024-05-27,01:31:30,,13.8,,89.4,,15.5,,14.27,,127.7,,0.8,,0.6
2024-05-27 01:32:22,2024-05-27,01:32:22,16.5,,100.0,,16.5,,16.487,,184.9,,0.26,,0.15,
2024-05-27 01:32:34,2024-05-27,01:32:34,,13.9,,89.5,,15.6,,14.38,,87.4,,0.69,,0.5
2024-05-27 01:33:26,2024-05-27,01:33:26,16.6,,100.0,,16.6,,16.587,,184.9,,0.23,,0.14,
2024-05-27 01:33:38,2024-05-27,01:33:38,,13.8,,89.7,,15.5,,14.304,,96.4,,0.64,,0.28
2024-05-27 01:34:29,2024-05-27,01:34:29,16.6,,100.0,,16.6,,16.587,,346.4,,0.3,,0.12,
2024-05-27 01:34:41,2024-05-27,01:34:41,,13.8,,89.8,,15.5,,14.316,,80.2,,0.7,,0.64
2024-05-27 01:35:32,2024-05-27,01:35:32,16.6,,100.0,,16.6,,16.587,,211.3,,0.32,,0.19,
2024-05-27 01:35:44,2024-05-27,01:35:44,,13.9,,89.9,,15.5,,14.327,,108.6,,0.72,,0.58
2024-05-27 01:36:36,2024-05-27,01:36:36,16.6,,100.0,,16.6,,16.587,,211.3,,0.27,,0.19,
2024-05-27 01:36:48,2024-05-27,01:36:48,,13.9,,90.1,,15.5,,14.35,,107.7,,0.63,,0.52
2024-05-27 01:37:40,2024-05-27,01:37:40,16.7,,100.0,,16.7,,16.688,,147.9,,0.46,,0.38,
2024-05-27 01:37:52,2024-05-27,01:37:52,,13.9,,90.3,,15.5,,14.372,,114.4,,0.74,,0.62
2024-05-27 01:38:43,2024-05-27,01:38:43,16.8,,100.0,,16.8,,16.789,,180.9,,0.55,,0.38,
2024-05-27 01:38:55,2024-05-27,01:38:55,,13.9,,90.4,,15.5,,14.384,,157.3,,0.9,,0.87
2024-05-27 01:39:46,2024-05-27,01:39:46,16.8,,100.0,,16.8,,16.789,,192.1,,0.45,,0.27,
2024-05-27 01:39:58,2024-05-27,01:39:58,,14.0,,90.5,,15.5,,14.395,,145.8,,0.88,,0.77
2024-05-27 01:40:50,2024-05-27,01:40:50,16.8,,100.0,,16.8,,16.789,,321.6,,1.91,,1.66,
2024-05-27 01:41:02,2024-05-27,01:41:02,,14.0,,90.6,,15.5,,14.406,,123.4,,0.88,,0.6
2024-05-27 01:41:54,2024-05-27,01:41:54,16.7,,100.0,,16.7,,16.688,,321.5,,1.27,,0.89,
2024-05-27 01:42:06,2024-05-27,01:42:06,,14.0,,90.7,,15.5,,14.418,,139.9,,0.86,,0.77
2024-05-27 01:42:58,2024-05-27,01:42:58,16.7,,100.0,,16.7,,16.688,,316.6,,1.72,,0.85,
2024-05-27 01:43:10,2024-05-27,01:43:10,,14.0,,90.7,,15.5,,14.418,,153.2,,1.41,,1.31
2024-05-27 01:44:00,2024-05-27,01:44:00,16.6,,100.0,,16.6,,16.587,,325.6,,1.32,,0.39,
2024-05-27 01:44:12,2024-05-27,01:44:12,,13.8,,90.1,,15.4,,14.251,,158.1,,1.49,,0.83
2024-05-27 01:45:04,2024-05-27,01:45:04,16.6,,100.0,,16.6,,16.587,,281.9,,0.53,,0.16,
2024-05-27 01:45:16,2024-05-27,01:45:16,,13.8,,90.3,,15.3,,14.175,,156.9,,0.94,,0.41
2024-05-27 01:46:08,2024-05-27,01:46:08,16.6,,100.0,,16.6,,16.587,,298.9,,0.3,,0.12,
2024-05-27 01:46:20,2024-05-27,01:46:20,,13.7,,90.3,,15.3,,14.175,,132.2,,1.09,,0.76
2024-05-27 01:47:11,2024-05-27,01:47:11,16.7,,100.0,,16.7,,16.688,,298.9,,0.21,,0.15,
2024-05-27 01:47:24,2024-05-27,01:47:24,,13.7,,90.4,,15.3,,14.186,,142.9,,1.54,,1.4
2024-05-27 01:48:14,2024-05-27,01:48:14,16.7,,100.0,,16.7,,16.688,,149.6,,0.34,,0.31,
2024-05-27 01:48:27,2024-05-27,01:48:27,,13.6,,90.2,,15.2,,14.065,,145.2,,1.72,,1.31
2024-05-27 01:49:18,2024-05-27,01:49:18,16.7,,100.0,,16.7,,16.688,,149.1,,0.39,,0.24,
2024-05-27 01:49:30,2024-05-27,01:49:30,,13.6,,90.5,,15.2,,14.099,,121.0,,1.44,,0.6
2024-05-27 01:50:22,2024-05-27,01:50:22,16.7,,100.0,,16.7,,16.688,,154.5,,0.18,,0.1,
2024-05-27 01:50:34,2024-05-27,01:50:34,,13.7,,90.6,,15.2,,14.11,,67.6,,0.67,,0.35
2024-05-27 01:51:25,2024-05-27,01:51:25,16.7,,100.0,,16.7,,16.688,,154.5,,0.16,,0.14,
2024-05-27 01:51:38,2024-05-27,01:51:38,,13.7,,90.8,,15.2,,14.133,,119.0,,0.63,,0.53
2024-05-27 01:52:29,2024-05-27,01:52:29,16.7,,100.0,,16.7,,16.688,,166.3,,0.38,,0.34,
2024-05-27 01:52:41,2024-05-27,01:52:41,,13.7,,91.0,,15.2,,14.156,,123.0,,0.91,,0.79
2024-05-27 01:53:32,2024-05-27,01:53:32,16.7,,100.0,,16.7,,16.688,,123.1,,0.49,,0.3,
2024-05-27 01:53:44,2024-05-27,01:53:44,,13.8,,91.1,,15.2,,14.167,,128.5,,0.98,,0.87
2024-05-27 01:54:36,2024-05-27,01:54:36,16.7,,100.0,,16.7,,16.688,,142.1,,0.44,,0.36,
2024-05-27 01:54:48,2024-05-27,01:54:48,,13.8,,91.3,,15.2,,14.189,,115.3,,0.95,,0.68
2024-05-27 01:55:39,2024-05-27,01:55:39,16.7,,100.0,,16.7,,16.688,,132.4,,0.45,,0.03,
2024-05-27 01:55:52,2024-05-27,01:55:52,,13.8,,91.4,,15.2,,14.201,,111.9,,1.15,,0.83
2024-05-27 01:56:43,2024-05-27,01:56:43,16.7,,100.0,,16.7,,16.688,,337.1,,0.45,,0.39,
2024-05-27 01:56:55,2024-05-27,01:56:55,,13.8,,91.5,,15.2,,14.212,,10.5,,0.85,,0.63
2024-05-27 01:57:46,2024-05-27,01:57:46,16.6,,100.0,,16.6,,16.587,,334.6,,1.99,,1.33,
2024-05-27 01:57:58,2024-05-27,01:57:58,,13.6,,90.5,,15.2,,14.099,,356.9,,1.57,,1.19
2024-05-27 01:58:50,2024-05-27,01:58:50,16.2,,100.0,,16.2,,16.184,,335.1,,1.71,,0.91,
2024-05-27 01:59:02,2024-05-27,01:59:02,,13.6,,90.9,,15.1,,14.046,,12.2,,1.22,,0.92
