datetime,date,hour,dew_point_in,dew_point_out,humidity_in,humidity_out,temperature_in,temperature_out,wet_bulb_in,wet_bulb_out,wind_dir_in,wind_dir_out,wind_gust_in,wind_gust_out,wind_speed_in,wind_speed_out
2024-07-25 00:23:17,2024-07-25,00:23:17,19.0,,68.8,,25.2,,20.956,,322.3,,2.08,,0.89,
2024-07-25 00:24:08,2024-07-25,00:24:08,,17.5,,61.9,,25.3,,20.053,,58.1,,0.81,,0.28
2024-07-25 00:24:20,2024-07-25,00:24:20,19.0,,68.8,,25.1,,20.863,,317.1,,2.1,,1.84,
2024-07-25 00:25:12,2024-07-25,00:25:12,,17.4,,61.9,,25.2,,19.963,,119.5,,0.74,,0.66
2024-07-25 00:25:24,2024-07-25,00:25:24,19.0,,68.5,,25.2,,20.913,,314.3,,2.36,,1.46,
2024-07-25 00:26:16,2024-07-25,00:26:16,,17.3,,61.8,,25.2,,19.948,,111.8,,0.88,,0.49
2024-07-25 00:26:28,2024-07-25,00:26:28,18.9,,68.4,,25.1,,20.806,,308.6,,1.69,,0.9,
2024-07-25 00:27:19,2024-07-25,00:27:19,,17.3,,61.8,,25.2,,19.948,,56.3,,1.43,,0.87
2024-07-25 00:27:31,2024-07-25,00:27:31,18.9,,68.1,,25.2,,20.856,,315.3,,1.86,,1.35,
2024-07-25 00:28:22,2024-07-25,00:28:22,,17.2,,61.7,,25.1,,19.843,,31.7,,1.44,,0.26
2024-07-25 00:28:34,2024-07-25,00:28:34,18.6,,67.3,,25.1,,20.65,,322.4,,2.45,,1.49,
2024-07-25 00:29:26,2024-07-25,00:29:26,,17.2,,61.7,,25.1,,19.843,,50.3,,0.78,,0.46
2024-07-25 00:29:38,2024-07-25,00:29:38,18.6,,67.0,,25.2,,20.699,,319.4,,2.28,,1.9,
2024-07-25 00:30:30,2024-07-25,00:30:30,,17.1,,61.5,,25.1,,19.814,,41.4,,0.97,,0.69
2024-07-25 00:30:42,2024-07-25,00:30:42,18.3,,65.9,,25.2,,20.542,,315.0,,2.53,,1.66,
2024-07-25 00:31:33,2024-07-25,00:31:33,,17.1,,61.5,,25.1,,19.814,,20.3,,0.94,,0.5
2024-07-25 00:31:45,2024-07-25,00:31:45,18.2,,65.3,,25.2,,20.455,,322.2,,2.66,,1.45,
2024-07-25 00:32:36,2024-07-25,00:32:36,,17.1,,61.6,,25.0,,19.738,,312.0,,0.62,,0.3
2024-07-25 00:32:48,2024-07-25,00:32:48,18.1,,65.0,,25.2,,20.412,,321.2,,2.22,,1.4,
2024-07-25 00:33:40,2024-07-25,00:33:40,,17.1,,61.7,,25.0,,19.753,,311.2,,0.43,,0.24
2024-07-25 00:33:52,2024-07-25,00:33:52,18.1,,64.9,,25.2,,20.398,,320.5,,2.04,,1.29,
2024-07-25 00:34:44,2024-07-25,00:34:44,,17.1,,61.7,,25.0,,19.753,,326.1,,0.47,,0.3
2024-07-25 00:34:56,2024-07-25,00:34:56,18.2,,64.9,,25.3,,20.489,,314.3,,2.06,,1.56,
2024-07-25 00:35:47,2024-07-25,00:35:47,,17.1,,61.7,,25.0,,19.753,,329.8,,0.8,,0.31
2024-07-25 00:35:59,2024-07-25,00:35:59,18.3,,65.3,,25.3,,20.547,,319.3,,1.91,,1.2,
2024-07-25 00:36:50,2024-07-25,00:36:50,,17.1,,61.8,,25.0,,19.767,,311.8,,0.6,,0.4
2024-07-25 00:37:02,2024-07-25,00:37:02,18.3,,65.2,,25.3,,20.533,,326.7,,1.86,,1.16,
2024-07-25 00:37:54,2024-07-25,00:37:54,,17.1,,61.8,,25.0,,19.767,,334.1,,0.73,,0.54
2024-07-25 00:38:06,2024-07-25,00:38:06,18.2,,65.5,,25.2,,20.484,,314.4,,2.24,,1.02,
2024-07-25 00:38:58,2024-07-25,00:38:58,,17.1,,61.8,,25.0,,19.767,,326.8,,0.96,,0.59
2024-07-25 00:39:10,2024-07-25,00:39:10,18.3,,65.6,,25.2,,20.498,,318.5,,1.93,,1.3,
2024-07-25 00:40:01,2024-07-25,00:40:01,,17.1,,61.9,,25.0,,19.782,,310.0,,0.67,,0.42
2024-07-25 00:40:13,2024-07-25,00:40:13,18.3,,65.6,,25.2,,20.498,,317.7,,1.89,,1.23,
2024-07-25 00:41:04,2024-07-25,00:41:04,,17.1,,61.9,,25.0,,19.782,,266.5,,0.75,,0.69
2024-07-25 00:41:16,2024-07-25,00:41:16,18.3,,65.8,,25.2,,20.527,,320.1,,1.93,,0.91,
2024-07-25 00:42:08,2024-07-25,00:42:08,,17.2,,62.0,,25.0,,19.796,,258.4,,0.72,,0.64
2024-07-25 00:42:20,2024-07-25,00:42:20,18.3,,66.1,,25.1,,20.478,,322.1,,2.19,,1.36,
2024-07-25 00:43:12,2024-07-25,00:43:12,,17.3,,62.3,,25.0,,19.84,,249.3,,0.88,,0.8
2024-07-25 00:43:24,2024-07-25,00:43:24,18.4,,66.6,,25.1,,20.55,,318.2,,2.05,,1.41,
2024-07-25 00:44:15,2024-07-25,00:44:15,,17.3,,62.5,,25.0,,19.869,,249.2,,1.08,,1.04
2024-07-25 00:44:27,2024-07-25,00:44:27,18.4,,67.0,,25.0,,20.515,,326.8,,2.35,,1.26,
2024-07-25 00:45:18,2024-07-25,00:45:18,,17.4,,62.7,,25.0,,19.898,,247.2,,1.06,,1.0
2024-07-25 00:45:30,2024-07-25,00:45:30,18.5,,67.4,,25.0,,20.572,,321.5,,1.84,,1.13,
2024-07-25 00:46:22,2024-07-25,00:46:22,,17.4,,62.9,,25.0,,19.927,,259.5,,1.04,,0.88
2024-07-25 00:46:34,2024-07-25,00:46:34,18.4,,67.5,,24.9,,20.493,,324.5,,1.84,,1.53,
2024-07-25 00:47:26,2024-07-25,00:47:26,,17.4,,63.1,,24.9,,19.864,,257.7,,1.09,,1.01
2024-07-25 00:47:38,2024-07-25,00:47:38,18.5,,67.8,,24.9,,20.536,,324.6,,2.08,,1.46,
2024-07-25 00:48:29,2024-07-25,00:48:29,,17.4,,63.1,,24.9,,19.864,,271.2,,1.26,,0.88
2024-07-25 00:48:41,2024-07-25,00:48:41,18.5,,68.1,,24.8,,20.486,,327.7,,2.09,,1.38,
2024-07-25 00:49:32,2024-07-25,00:49:32,,17.4,,63.1,,24.9,,19.864,,273.6,,1.17,,0.79
2024-07-25 00:49:44,2024-07-25,00:49:44,18.5,,68.2,,24.8,,20.5,,327.9,,1.93,,1.22,
2024-07-25 00:50:36,2024-07-25,00:50:36,,17.3,,63.0,,24.9,,19.85,,289.1,,1.35,,0.59
2024-07-25 00:50:48,2024-07-25,00:50:48,18.6,,68.0,,24.9,,20.564,,326.6,,1.99,,1.65,
2024-07-25 00:51:40,2024-07-25,00:51:40,,17.3,,62.9,,24.9,,19.836,,297.0,,0.94,,0.65
2024-07-25 00:51:52,2024-07-25,00:51:52,18.5,,67.9,,24.9,,20.55,,311.4,,1.74,,1.29,
2024-07-25 00:52:43,2024-07-25,00:52:43,,17.3,,62.9,,24.9,,19.836,,312.0,,0.87,,0.58
2024-07-25 00:52:55,2024-07-25,00:52:55,18.5,,67.8,,24.9,,20.536,,320.4,,1.58,,1.07,
2024-07-25 00:53:46,2024-07-25,00:53:46,,17.3,,62.8,,24.9,,19.821,,290.7,,0.91,,0.32
2024-07-25 00:53:58,2024-07-25,00:53:58,18.5,,67.7,,24.9,,20.522,,319.4,,1.79,,1.43,
2024-07-25 00:54:50,2024-07-25,00:54:50,,17.4,,62.8,,25.0,,19.912,,357.9,,0.96,,0.71
2024-07-25 00:55:02,2024-07-25,00:55:02,18.5,,67.3,,24.9,,20.465,,327.6,,2.1,,1.31,
2024-07-25 00:55:54,2024-07-25,00:55:54,,17.4,,62.8,,25.0,,19.912,,5.1,,0.8,,0.68
2024-07-25 00:56:06,2024-07-25,00:56:06,18.5,,67.0,,25.1,,20.607,,315.5,,1.7,,1.49,
2024-07-25 00:56:57,2024-07-25,00:56:57,,17.4,,62.8,,25.0,,19.912,,347.6,,0.99,,0.84
2024-07-25 00:57:09,2024-07-25,00:57:09,18.4,,66.4,,25.1,,20.521,,321.9,,2.68,,1.45,
2024-07-25 00:58:00,2024-07-25,00:58:00,,17.4,,62.9,,25.0,,19.927,,350.0,,1.08,,0.81
2024-07-25 00:58:12,2024-07-25,00:58:12,18.3,,65.9,,25.2,,20.542,,316.2,,2.17,,1.73,
2024-07-25 00:59:04,2024-07-25,00:59:04,,17.4,,62.8,,25.0,,19.912,,325.9,,0.79,,0.35
2024-07-25 00:59:16,2024-07-25,00:59:16,18.3,,65.7,,25.2,,20.513,,315.7,,2.11,,1.88,
2024-07-25 01:00:08,2024-07-25,01:00:08,,17.4,,62.8,,25.0,,19.912,,321.4,,0.8,,0.7
2024-07-25 01:00:20,2024-07-25,01:00:20,18.3,,65.4,,25.3,,20.561,,324.2,,2.14,,1.8,
2024-07-25 01:01:11,2024-07-25,01:01:11,,17.4,,62.7,,25.0,,19.898,,327.1,,1.27,,0.99
2024-07-25 01:01:23,2024-07-25,01:01:23,18.3,,65.4,,25.3,,20.561,,314.1,,2.16,,1.27,
2024-07-25 01:02:14,2024-07-25,01:02:14,,17.3,,62.6,,25.0,,19.883,,309.6,,1.08,,0.8
2024-07-25 01:02:26,2024-07-25,01:02:26,18.2,,65.5,,25.2,,20.484,,321.2,,2.42,,1.09,
2024-07-25 01:03:18,2024-07-25,01:03:18,,17.3,,62.5,,25.0,,19.869,,312.5,,1.02,,0.84
2024-07-25 01:03:30,2024-07-25,01:03:30,18.2,,65.5,,25.2,,20.484,,317.5,,1.7,,1.48,
2024-07-25 01:04:22,2024-07-25,01:04:22,,17.3,,62.5,,25.0,,19.869,,306.7,,1.09,,0.85
2024-07-25 01:04:34,2024-07-25,01:04:34,18.3,,65.6,,25.2,,20.498,,321.0,,2.31,,1.36,
2024-07-25 01:05:25,2024-07-25,01:05:25,,17.3,,62.5,,25.0,,19.869,,312.4,,1.32,,1.02
2024-07-25 01:05:37,2024-07-25,01:05:37,18.3,,65.7,,25.2,,20.513,,323.2,,2.15,,1.59,
2024-07-25 01:06:28,2024-07-25,01:06:28,,17.4,,62.5,,25.1,,19.959,,312.8,,1.43,,1.17
2024-07-25 01:06:40,2024-07-25,01:06:40,18.3,,65.8,,25.2,,20.527,,323.2,,2.21,,1.27,
2024-07-25 01:07:32,2024-07-25,01:07:32,,17.4,,62.5,,25.1,,19.959,,321.0,,1.41,,0.87
2024-07-25 01:07:44,2024-07-25,01:07:44,18.3,,65.9,,25.2,,20.542,,321.6,,2.25,,1.19,
2024-07-25 01:08:36,2024-07-25,01:08:36,,17.4,,62.4,,25.1,,19.945,,321.1,,1.28,,1.14
2024-07-25 01:08:48,2024-07-25,01:08:48,18.3,,65.8,,25.2,,20.527,,330.9,,1.8,,0.86,
2024-07-25 01:09:39,2024-07-25,01:09:39,,17.4,,62.4,,25.1,,19.945,,319.7,,1.29,,1.06
2024-07-25 01:09:51,2024-07-25,01:09:51,18.3,,65.9,,25.2,,20.542,,318.8,,1.75,,1.05,
2024-07-25 01:10:42,2024-07-25,01:10:42,,17.4,,62.4,,25.1,,19.945,,312.1,,1.4,,1.25
2024-07-25 01:10:54,2024-07-25,01:10:54,18.3,,65.9,,25.2,,20.542,,328.7,,1.56,,0.96,
2024-07-25 01:11:46,2024-07-25,01:11:46,,17.4,,62.3,,25.1,,19.93,,318.7,,1.39,,1.02
2024-07-25 01:11:58,2024-07-25,01:11:58,18.3,,65.8,,25.2,,20.527,,327.5,,1.58,,1.01,
2024-07-25 01:12:50,2024-07-25,01:12:50,,17.4,,62.2,,25.2,,20.006,,322.7,,1.49,,1.28
2024-07-25 01:13:02,2024-07-25,01:13:02,18.4,,66.1,,25.2,,20.57,,321.1,,1.53,,0.77,
2024-07-25 01:13:53,2024-07-25,01:13:53,,17.4,,62.2,,25.2,,20.006,,321.3,,1.47,,0.94
2024-07-25 01:14:05,2024-07-25,01:14:05,18.4,,65.8,,25.3,,20.619,,319.8,,1.31,,1.07,
2024-07-25 01:14:56,2024-07-25,01:14:56,,17.4,,62.1,,25.2,,19.992,,319.0,,1.19,,0.81
2024-07-25 01:15:08,2024-07-25,01:15:08,18.4,,66.0,,25.3,,20.648,,318.9,,1.75,,1.16,
2024-07-25 01:16:00,2024-07-25,01:16:00,,17.4,,62.1,,25.2,,19.992,,315.4,,0.85,,0.65
2024-07-25 01:16:12,2024-07-25,01:16:12,18.4,,65.9,,25.3,,20.633,,319.1,,1.44,,0.8,
2024-07-25 01:17:04,2024-07-25,01:17:04,,17.4,,62.2,,25.2,,20.006,,309.9,,1.04,,0.72
2024-07-25 01:17:16,2024-07-25,01:17:16,18.4,,66.0,,25.2,,20.556,,326.1,,1.33,,0.93,
2024-07-25 01:18:07,2024-07-25,01:18:07,,17.3,,62.2,,25.1,,19.916,,284.8,,0.72,,0.54
2024-07-25 01:18:19,2024-07-25,01:18:19,18.4,,66.3,,25.2,,20.599,,318.0,,1.61,,1.21,
2024-07-25 01:19:10,2024-07-25,01:19:10,,17.3,,62.2,,25.1,,19.916,,294.3,,0.77,,0.5
2024-07-25 01:19:22,2024-07-25,01:19:22,18.4,,66.6,,25.1,,20.55,,327.4,,1.72,,1.31,
2024-07-25 01:20:14,2024-07-25,01:20:14,,17.4,,62.3,,25.1,,19.93,,292.6,,0.83,,0.71
2024-07-25 01:20:26,2024-07-25,01:20:26,18.5,,66.8,,25.1,,20.578,,311.8,,1.66,,0.66,
2024-07-25 01:21:18,2024-07-25,01:21:18,,17.4,,62.4,,25.1,,19.945,,284.5,,0.87,,0.69
2024-07-25 01:21:30,2024-07-25,01:21:30,18.5,,67.0,,25.1,,20.607,,335.4,,1.53,,0.76,
2024-07-25 01:22:21,2024-07-25,01:22:21,,17.4,,62.4,,25.1,,19.945,,292.2,,0.96,,0.52
2024-07-25 01:22:33,2024-07-25,01:22:33,18.4,,67.1,,25.0,,20.529,,324.4,,2.03,,1.44,
2024-07-25 01:23:24,2024-07-25,01:23:24,,17.4,,62.4,,25.1,,19.945,,307.5,,0.7,,0.58
2024-07-25 01:23:36,2024-07-25,01:23:36,18.4,,67.1,,25.0,,20.529,,310.9,,1.7,,0.87,
2024-07-25 01:24:28,2024-07-25,01:24:28,,17.4,,62.4,,25.1,,19.945,,313.2,,0.59,,0.41
2024-07-25 01:24:40,2024-07-25,01:24:40,18.5,,67.2,,25.0,,20.543,,321.2,,1.87,,1.29,
2024-07-25 01:25:32,2024-07-25,01:25:32,,17.4,,62.4,,25.1,,19.945,,339.8,,0.51,,0.44
2024-07-25 01:25:44,2024-07-25,01:25:44,18.4,,67.4,,24.9,,20.479,,307.2,,1.86,,0.72,
2024-07-25 01:26:35,2024-07-25,01:26:35,,17.4,,62.4,,25.1,,19.945,,8.3,,0.61,,0.5
2024-07-25 01:26:47,2024-07-25,01:26:47,18.4,,67.5,,24.9,,20.493,,321.8,,1.6,,0.91,
2024-07-25 01:27:38,2024-07-25,01:27:38,,17.4,,62.5,,25.1,,19.959,,345.9,,0.66,,0.57
2024-07-25 01:27:50,2024-07-25,01:27:50,18.4,,67.7,,24.8,,20.429,,325.2,,2.03,,1.29,
2024-07-25 01:28:42,2024-07-25,01:28:42,,17.4,,62.6,,25.1,,19.974,,1.8,,0.81,,0.65
2024-07-25 01:28:54,2024-07-25,01:28:54,18.4,,68.2,,24.7,,20.407,,316.6,,2.22,,1.35,
2024-07-25 01:29:46,2024-07-25,01:29:46,,17.5,,62.7,,25.1,,19.988,,16.5,,0.88,,0.71
2024-07-25 01:29:58,2024-07-25,01:29:58,18.3,,68.1,,24.6,,20.301,,324.7,,1.77,,0.97,
2024-07-25 01:30:49,2024-07-25,01:30:49,,17.5,,62.7,,25.1,,19.988,,23.3,,0.88,,0.83
2024-07-25 01:31:01,2024-07-25,01:31:01,18.4,,68.4,,24.6,,20.343,,328.9,,2.39,,1.36,
2024-07-25 01:31:52,2024-07-25,01:31:52,,17.5,,62.8,,25.0,,19.912,,25.4,,0.9,,0.7
2024-07-25 01:32:04,2024-07-25,01:32:04,18.4,,69.1,,24.5,,20.348,,323.9,,2.56,,1.44,
2024-07-25 01:32:56,2024-07-25,01:32:56,,17.4,,62.8,,25.0,,19.912,,26.7,,0.75,,0.63
2024-07-25 01:33:08,2024-07-25,01:33:08,18.5,,69.6,,24.4,,20.325,,320.3,,1.86,,1.2,
2024-07-25 01:34:00,2024-07-25,01:34:00,,17.4,,62.9,,25.0,,19.927,,45.8,,0.69,,0.47
2024-07-25 01:34:12,2024-07-25,01:34:12,18.6,,69.8,,24.5,,20.446,,314.2,,1.9,,1.22,
2024-07-25 01:35:03,2024-07-25,01:35:03,,17.4,,62.9,,25.0,,19.927,,44.1,,0.62,,0.58
2024-07-25 01:35:15,2024-07-25,01:35:15,18.7,,69.8,,24.6,,20.539,,316.1,,2.21,,0.89,
2024-07-25 01:36:06,2024-07-25,01:36:06,,17.4,,62.9,,25.0,,19.927,,10.3,,0.45,,0.15
2024-07-25 01:36:18,2024-07-25,01:36:18,18.7,,69.4,,24.7,,20.576,,318.2,,2.13,,0.93,
2024-07-25 01:37:10,2024-07-25,01:37:10,,17.4,,62.9,,25.0,,19.927,,51.6,,0.59,,0.22
2024-07-25 01:37:22,2024-07-25,01:37:22,18.7,,69.2,,24.7,,20.548,,311.5,,2.19,,0.54,
2024-07-25 01:38:14,2024-07-25,01:38:14,,17.3,,62.9,,24.9,,19.836,,112.1,,0.33,,0.17
2024-07-25 01:38:26,2024-07-25,01:38:26,18.6,,68.9,,24.7,,20.506,,306.7,,1.4,,0.94,
2024-07-25 01:39:17,2024-07-25,01:39:17,,17.2,,62.6,,24.9,,19.792,,198.3,,0.72,,0.61
2024-07-25 01:39:29,2024-07-25,01:39:29,18.6,,69.5,,24.6,,20.497,,326.6,,1.68,,1.08,
2024-07-25 01:40:20,2024-07-25,01:40:20,,17.3,,62.7,,24.9,,19.807,,178.8,,0.81,,0.71
2024-07-25 01:40:32,2024-07-25,01:40:32,18.5,,69.3,,24.5,,20.376,,317.4,,2.28,,1.57,
2024-07-25 01:41:24,2024-07-25,01:41:24,,17.2,,62.8,,24.8,,19.73,,200.9,,0.77,,0.68
2024-07-25 01:41:36,2024-07-25,01:41:36,18.5,,69.6,,24.4,,20.325,,322.7,,1.64,,1.13,
2024-07-25 01:42:28,2024-07-25,01:42:28,,17.2,,62.9,,24.8,,19.745,,192.1,,0.75,,0.35
2024-07-25 01:42:40,2024-07-25,01:42:40,18.5,,69.7,,24.4,,20.339,,318.1,,1.95,,0.84,
2024-07-25 01:43:31,2024-07-25,01:43:31,,17.2,,63.0,,24.7,,19.668,,211.1,,0.48,,0.19
2024-07-25 01:43:43,2024-07-25,01:43:43,18.4,,69.9,,24.3,,20.274,,328.4,,2.01,,0.84,
2024-07-25 01:44:34,2024-07-25,01:44:34,,17.2,,63.1,,24.7,,19.683,,178.3,,0.28,,0.15
2024-07-25 01:44:46,2024-07-25,01:44:46,18.5,,70.1,,24.3,,20.301,,318.5,,1.79,,0.74,
2024-07-25 01:45:38,2024-07-25,01:45:38,,17.2,,63.2,,24.7,,19.697,,46.2,,0.26,,0.18
2024-07-25 01:45:50,2024-07-25,01:45:50,18.7,,70.5,,24.4,,20.45,,309.6,,1.94,,1.35,
2024-07-25 01:46:42,2024-07-25,01:46:42,,17.2,,63.1,,24.7,,19.683,,69.5,,0.5,,0.31
2024-07-25 01:46:54,2024-07-25,01:46:54,18.7,,70.7,,24.4,,20.478,,310.6,,1.93,,0.8,
2024-07-25 01:47:45,2024-07-25,01:47:45,,17.2,,63.1,,24.7,,19.683,,88.6,,0.52,,0.26
2024-07-25 01:47:57,2024-07-25,01:47:57,18.8,,70.9,,24.4,,20.506,,324.5,,1.79,,1.17,
2024-07-25 01:48:48,2024-07-25,01:48:48,,17.1,,63.1,,24.6,,19.592,,128.5,,0.55,,0.51
2024-07-25 01:49:00,2024-07-25,01:49:00,18.8,,70.9,,24.4,,20.506,,306.6,,1.54,,0.86,
2024-07-25 01:49:52,2024-07-25,01:49:52,,17.1,,63.2,,24.6,,19.606,,157.5,,0.58,,0.46
2024-07-25 01:50:04,2024-07-25,01:50:04,18.8,,70.9,,24.4,,20.506,,328.3,,1.81,,0.72,
2024-07-25 01:50:56,2024-07-25,01:50:56,,17.1,,63.3,,24.6,,19.62,,189.5,,0.89,,0.79
2024-07-25 01:51:08,2024-07-25,01:51:08,18.7,,70.9,,24.3,,20.412,,323.9,,1.66,,0.66,
2024-07-25 01:51:59,2024-07-25,01:51:59,,17.1,,63.4,,24.5,,19.544,,190.4,,1.2,,1.1
2024-07-25 01:52:12,2024-07-25,01:52:12,18.6,,70.4,,24.3,,20.343,,316.6,,1.88,,0.6,
2024-07-25 01:53:02,2024-07-25,01:53:02,,17.1,,63.4,,24.5,,19.544,,188.8,,1.4,,1.02
2024-07-25 01:53:15,2024-07-25,01:53:15,18.5,,70.5,,24.2,,20.264,,323.0,,1.76,,0.79,
2024-07-25 01:54:06,2024-07-25,01:54:06,,17.0,,63.6,,24.4,,19.481,,194.6,,1.53,,1.11
2024-07-25 01:54:18,2024-07-25,01:54:18,18.6,,70.9,,24.2,,20.319,,321.8,,1.7,,0.81,
2024-07-25 01:55:10,2024-07-25,01:55:10,,17.1,,63.9,,24.3,,19.432,,197.1,,1.16,,0.92
2024-07-25 01:55:22,2024-07-25,01:55:22,18.6,,71.0,,24.2,,20.333,,315.4,,1.97,,1.38,
2024-07-25 01:56:13,2024-07-25,01:56:13,,17.1,,64.3,,24.3,,19.489,,198.9,,1.04,,0.8
2024-07-25 01:56:26,2024-07-25,01:56:26,18.6,,71.3,,24.1,,20.281,,313.7,,1.82,,1.41,
2024-07-25 01:57:16,2024-07-25,01:57:16,,17.3,,64.7,,24.4,,19.637,,263.5,,0.84,,0.18
2024-07-25 01:57:29,2024-07-25,01:57:29,18.7,,71.7,,24.1,,20.336,,334.0,,1.76,,0.55,
2024-07-25 01:58:20,2024-07-25,01:58:20,,17.3,,64.8,,24.4,,19.651,,175.9,,0.65,,0.52
2024-07-25 01:58:32,2024-07-25,01:58:32,18.7,,72.0,,24.1,,20.377,,318.8,,1.26,,0.52,
2024-07-25 01:59:24,2024-07-25,01:59:24,,17.3,,64.9,,24.4,,19.665,,105.3,,0.47,,0.09
