datetime,date,hour,dew_point_in,dew_point_out,humidity_in,humidity_out,temperature_in,temperature_out,wet_bulb_in,wet_bulb_out,wind_dir_in,wind_dir_out,wind_gust_in,wind_gust_out,wind_speed_in,wind_speed_out
2025-09-24 00:45:14,2025-09-24,00:45:14,1310.8,,0.0,,19.9,,6.087,,327.2,,2.24,,1.1,
2025-09-24 00:45:16,2025-09-24,00:45:16,,19.9,,100.0,,19.9,,19.911,,84.9,,0.9,,0.86
2025-09-24 00:46:18,2025-09-24,00:46:18,1310.8,,0.0,,19.9,,6.087,,339.4,,2.18,,0.54,
2025-09-24 00:46:19,2025-09-24,00:46:19,,19.9,,100.0,,19.9,,19.911,,81.8,,1.07,,1.03
2025-09-24 00:47:22,2025-09-24,00:47:22,1310.8,19.9,0.0,100.0,19.9,20.0,6.087,20.012,63.3,81.8,0.44,1.14,0.06,0.91
2025-09-24 00:48:25,2025-09-24,00:48:25,1310.8,,0.0,,19.9,,6.087,,63.3,,0.21,,0.16,
2025-09-24 00:48:26,2025-09-24,00:48:26,,19.9,,100.0,,19.9,,19.911,,86.4,,1.16,,0.5
2025-09-24 00:49:28,2025-09-24,00:49:28,1310.8,,0.0,,19.9,,6.087,,63.3,,0.14,,0.04,
2025-09-24 00:49:30,2025-09-24,00:49:30,,,,,,19.9,,,,78.7,,1.03,,0.69
2025-09-24 00:50:32,2025-09-24,00:50:32,1310.8,,0.0,,19.9,,6.087,,63.3,,0.24,,0.1,
2025-09-24 00:50:33,2025-09-24,00:50:33,,19.9,,100.0,,19.9,,19.911,,75.0,,1.19,,1.0
2025-09-24 00:51:36,2025-09-24,00:51:36,1310.8,19.9,0.0,100.0,19.9,19.9,6.087,19.911,41.1,69.5,0.29,1.4,0.07,1.01
2025-09-24 00:52:39,2025-09-24,00:52:39,1310.8,,0.0,,20.0,,6.129,,41.1,,0.21,,0.11,
2025-09-24 00:52:40,2025-09-24,00:52:40,,19.9,,100.0,,19.9,,19.911,,62.9,,1.34,,0.99
2025-09-24 00:53:42,2025-09-24,00:53:42,1310.8,,0.0,,20.0,,6.129,,41.1,,0.18,,0.04,
2025-09-24 00:53:44,2025-09-24,00:53:44,,19.9,,100.0,,19.9,,19.911,,68.2,,1.34,,1.0
2025-09-24 00:54:46,2025-09-24,00:54:46,1310.8,,0.0,,20.0,,6.129,,124.2,,0.26,,0.22,
2025-09-24 00:54:47,2025-09-24,00:54:47,,19.9,,100.0,,19.9,,19.911,,58.2,,1.33,,1.02
2025-09-24 00:55:50,2025-09-24,00:55:50,1310.8,19.9,0.0,100.0,20.0,19.9,6.129,19.911,329.2,110.9,1.84,1.1,1.21,0.47
2025-09-24 00:56:53,2025-09-24,00:56:53,1310.8,,0.0,,20.0,,6.129,,341.0,,1.65,,1.22,
2025-09-24 00:56:54,2025-09-24,00:56:54,,19.9,,100.0,,19.9,,19.911,,84.9,,1.66,,1.57
2025-09-24 00:57:56,2025-09-24,00:57:56,1310.8,,0.0,,20.0,,6.129,,328.9,,2.41,,1.39,
2025-09-24 00:57:58,2025-09-24,00:57:58,,20.0,,100.0,,20.0,,20.012,,81.3,,2.17,,2.01
2025-09-24 00:59:00,2025-09-24,00:59:00,1310.8,,0.0,,20.0,,6.129,,332.1,,2.0,,0.75,
2025-09-24 00:59:01,2025-09-24,00:59:01,,20.0,,100.0,,20.0,,20.012,,69.6,,2.49,,1.36
2025-09-24 01:00:04,2025-09-24,01:00:04,1310.8,20.0,0.0,100.0,19.9,20.0,6.087,20.012,339.5,82.1,1.82,1.7,0.89,0.93
2025-09-24 01:01:07,2025-09-24,01:01:07,1310.8,,0.0,,20.0,,6.129,,331.9,,1.62,,1.03,
2025-09-24 01:01:08,2025-09-24,01:01:08,,20.0,,100.0,,20.0,,20.012,,114.2,,1.08,,0.59
2025-09-24 01:02:10,2025-09-24,01:02:10,1310.8,,0.0,,20.0,,6.129,,125.6,,0.61,,0.23,
2025-09-24 01:02:12,2025-09-24,01:02:12,,19.9,,100.0,,19.9,,19.911,,74.0,,1.63,,1.29
2025-09-24 01:03:14,2025-09-24,01:03:14,1310.8,,0.0,,20.0,,6.129,,123.4,,0.47,,0.27,
2025-09-24 01:03:15,2025-09-24,01:03:15,,19.9,,100.0,,19.9,,19.911,,91.9,,1.34,,0.96
2025-09-24 01:04:18,2025-09-24,01:04:18,1310.8,19.9,0.0,100.0,20.0,19.9,6.129,19.911,321.2,80.6,1.59,1.36,0.94,1.19
2025-09-24 01:05:21,2025-09-24,01:05:21,1310.8,,0.0,,20.0,,6.129,,327.7,,1.65,,0.82,
2025-09-24 01:05:22,2025-09-24,01:05:22,,19.9,,100.0,,19.9,,19.911,,73.6,,1.69,,1.25
2025-09-24 01:06:24,2025-09-24,01:06:24,1310.8,,0.0,,20.0,,6.129,,334.8,,1.7,,0.65,
2025-09-24 01:06:26,2025-09-24,01:06:26,,19.9,,100.0,,19.9,,19.911,,91.9,,2.05,,1.15
2025-09-24 01:07:28,2025-09-24,01:07:28,1310.8,,0.0,,19.9,,6.087,,320.6,,1.86,,0.68,
2025-09-24 01:07:29,2025-09-24,01:07:29,,19.8,,100.0,,19.8,,19.81,,91.9,,1.51,,1.07
2025-09-24 01:08:32,2025-09-24,01:08:32,1310.8,19.8,0.0,100.0,19.9,19.8,6.087,19.81,344.5,82.2,1.63,1.18,0.85,0.83
2025-09-24 01:09:35,2025-09-24,01:09:35,1310.8,,0.0,,19.9,,6.087,,338.0,,1.52,,0.92,
2025-09-24 01:09:36,2025-09-24,01:09:36,,19.8,,100.0,,19.8,,19.81,,87.4,,1.26,,1.02
2025-09-24 01:10:38,2025-09-24,01:10:38,1310.8,,0.0,,19.8,,6.046,,0.4,,1.62,,0.33,
2025-09-24 01:10:40,2025-09-24,01:10:40,,19.8,,100.0,,19.8,,19.81,,81.2,,1.38,,1.18
2025-09-24 01:11:42,2025-09-24,01:11:42,1310.8,,0.0,,19.9,,6.087,,125.0,,0.26,,0.04,
2025-09-24 01:11:43,2025-09-24,01:11:43,,19.8,,100.0,,19.8,,19.81,,74.5,,1.36,,0.83
2025-09-24 01:12:46,2025-09-24,01:12:46,1310.8,19.8,0.0,100.0,19.9,19.8,6.087,19.81,125.0,69.2,0.13,0.95,0.08,0.64
2025-09-24 01:13:50,2025-09-24,01:13:50,,19.8,,100.0,,19.8,,19.81,,69.0,,1.37,,0.88
2025-09-24 01:14:18,2025-09-24,01:14:18,1310.8,,0.0,,19.9,,6.087,,325.5,,1.94,,1.08,
2025-09-24 01:14:54,2025-09-24,01:14:54,,19.8,,100.0,,19.8,,19.81,,81.5,,1.0,,0.82
2025-09-24 01:15:20,2025-09-24,01:15:20,1310.8,,0.0,,19.9,,6.087,,327.4,,1.47,,1.03,
2025-09-24 01:15:57,2025-09-24,01:15:57,,19.8,,100.0,,19.8,,19.81,,85.9,,1.04,,0.64
2025-09-24 01:16:24,2025-09-24,01:16:24,1310.8,,0.0,,19.9,,6.087,,329.0,,1.76,,0.85,
2025-09-24 01:17:00,2025-09-24,01:17:00,,19.7,,100.0,,19.7,,19.709,,72.9,,1.37,,0.89
2025-09-24 01:17:28,2025-09-24,01:17:28,1310.8,,0.0,,19.9,,6.087,,328.9,,1.45,,0.78,
2025-09-24 01:18:04,2025-09-24,01:18:04,,19.7,,100.0,,19.7,,19.709,,76.1,,1.07,,0.61
2025-09-24 01:18:31,2025-09-24,01:18:31,1310.8,,0.0,,19.8,,6.046,,55.4,,1.38,,0.18,
2025-09-24 01:19:08,2025-09-24,01:19:08,,19.7,,100.0,,19.7,,19.709,,54.6,,1.07,,0.44
2025-09-24 01:19:34,2025-09-24,01:19:34,1310.8,,0.0,,19.9,,6.087,,132.9,,0.33,,0.11,
2025-09-24 01:20:11,2025-09-24,01:20:11,,19.7,,100.0,,19.7,,19.709,,45.8,,1.01,,0.87
2025-09-24 01:20:38,2025-09-24,01:20:38,1310.8,,0.0,,19.9,,6.087,,338.2,,0.28,,0.14,
2025-09-24 01:21:14,2025-09-24,01:21:14,,19.7,,100.0,,19.7,,19.709,,53.9,,1.05,,0.91
2025-09-24 01:21:42,2025-09-24,01:21:42,1310.8,,0.0,,19.9,,6.087,,355.8,,0.32,,0.24,
2025-09-24 01:22:18,2025-09-24,01:22:18,,19.7,,100.0,,19.7,,19.709,,16.9,,1.03,,0.46
2025-09-24 01:22:45,2025-09-24,01:22:45,1310.8,,0.0,,19.9,,6.087,,6.6,,0.42,,0.36,
2025-09-24 01:23:22,2025-09-24,01:23:22,,19.7,,100.0,,19.7,,19.709,,44.0,,0.97,,0.66
2025-09-24 01:23:48,2025-09-24,01:23:48,1310.8,,0.0,,19.9,,6.087,,343.0,,0.45,,0.32,
2025-09-24 01:24:25,2025-09-24,01:24:25,,19.7,,100.0,,19.7,,19.709,,34.2,,1.19,,0.94
2025-09-24 01:24:52,2025-09-24,01:24:52,1310.8,,0.0,,19.8,,6.046,,347.4,,0.5,,0.47,
2025-09-24 01:25:29,2025-09-24,01:25:29,,19.6,,100.0,,19.6,,19.609,,41.9,,1.39,,1.21
2025-09-24 01:25:56,2025-09-24,01:25:56,1310.8,,0.0,,19.8,,6.046,,355.6,,0.55,,0.3,
2025-09-24 01:26:32,2025-09-24,01:26:32,,19.6,,100.0,,19.6,,19.609,,41.9,,1.59,,1.13
2025-09-24 01:26:59,2025-09-24,01:26:59,1310.8,,0.0,,19.8,,6.046,,16.3,,0.42,,0.28,
2025-09-24 01:27:36,2025-09-24,01:27:36,,19.6,,100.0,,19.6,,19.609,,38.1,,1.57,,0.89
2025-09-24 01:28:02,2025-09-24,01:28:02,1310.8,,0.0,,19.8,,6.046,,344.3,,0.38,,0.3,
2025-09-24 01:28:39,2025-09-24,01:28:39,,19.5,,100.0,,19.5,,19.508,,43.1,,1.29,,1.03
2025-09-24 01:29:06,2025-09-24,01:29:06,1310.8,,0.0,,19.8,,6.046,,339.6,,0.49,,0.22,
2025-09-24 01:29:42,2025-09-24,01:29:42,,19.5,,100.0,,19.5,,19.508,,44.1,,1.39,,1.06
2025-09-24 01:30:10,2025-09-24,01:30:10,1310.8,,0.0,,19.8,,6.046,,359.8,,0.36,,0.26,
2025-09-24 01:30:46,2025-09-24,01:30:46,,19.5,,100.0,,19.5,,19.508,,50.1,,1.19,,0.58
2025-09-24 01:31:13,2025-09-24,01:31:13,1310.8,,0.0,,19.8,,6.046,,339.3,,0.29,,0.15,
2025-09-24 01:31:50,2025-09-24,01:31:50,,19.5,,100.0,,19.5,,19.508,,56.7,,1.09,,0.86
2025-09-24 01:32:16,2025-09-24,01:32:16,,,,,1310.8,,,,19.8,,0.0,,1.74,
2025-09-24 01:32:53,2025-09-24,01:32:53,,19.4,,100.0,,19.4,,19.407,,66.7,,1.08,,0.87
2025-09-24 01:33:20,2025-09-24,01:33:20,1310.8,,0.0,,19.7,,6.004,,331.8,,1.65,,1.34,
2025-09-24 01:33:56,2025-09-24,01:33:56,,19.4,,100.0,,19.4,,19.407,,72.1,,1.04,,0.82
2025-09-24 01:34:24,2025-09-24,01:34:24,1310.8,,0.0,,19.7,,6.004,,318.4,,2.29,,1.27,
2025-09-24 01:35:00,2025-09-24,01:35:00,,19.4,,100.0,,19.4,,19.407,,67.9,,1.07,,0.77
2025-09-24 01:35:27,2025-09-24,01:35:27,1310.8,,0.0,,19.6,,5.963,,359.2,,1.91,,0.17,
2025-09-24 01:36:04,2025-09-24,01:36:04,,19.4,,100.0,,19.4,,19.407,,60.7,,1.05,,0.77
2025-09-24 01:36:30,2025-09-24,01:36:30,1310.8,,0.0,,19.7,,6.004,,359.5,,0.26,,0.09,
2025-09-24 01:37:08,2025-09-24,01:37:08,,19.4,,100.0,,19.4,,19.407,,63.4,,0.97,,0.66
2025-09-24 01:37:34,2025-09-24,01:37:34,1310.8,,0.0,,19.7,,6.004,,359.5,,0.31,,0.15,
2025-09-24 01:38:11,2025-09-24,01:38:11,,19.4,,100.0,,19.4,,19.407,,85.6,,1.1,,0.8
2025-09-24 01:38:38,2025-09-24,01:38:38,1310.8,,0.0,,19.7,,6.004,,111.0,,0.33,,0.19,
2025-09-24 01:39:14,2025-09-24,01:39:14,,19.3,,100.0,,19.3,,19.307,,88.4,,1.15,,0.64
2025-09-24 01:39:41,2025-09-24,01:39:41,1310.8,,0.0,,19.7,,6.004,,89.0,,0.28,,0.18,
2025-09-24 01:40:18,2025-09-24,01:40:18,,19.3,,100.0,,19.3,,19.307,,105.1,,1.27,,0.63
2025-09-24 01:40:44,2025-09-24,01:40:44,1310.8,,0.0,,19.7,,6.004,,141.0,,0.31,,0.23,
2025-09-24 01:41:22,2025-09-24,01:41:22,,19.3,,100.0,,19.3,,19.307,,95.6,,1.03,,0.64
2025-09-24 01:41:48,2025-09-24,01:41:48,1310.8,,0.0,,19.7,,6.004,,153.5,,0.29,,0.24,
2025-09-24 01:42:25,2025-09-24,01:42:25,,19.3,,100.0,,19.3,,19.307,,114.2,,1.16,,0.74
2025-09-24 01:42:52,2025-09-24,01:42:52,1310.8,,0.0,,19.8,,6.046,,157.6,,0.38,,0.2,
2025-09-24 01:43:28,2025-09-24,01:43:28,,19.3,,100.0,,19.3,,19.307,,110.9,,1.6,,1.25
2025-09-24 01:43:55,2025-09-24,01:43:55,1310.8,,0.0,,19.8,,6.046,,140.4,,0.32,,0.16,
2025-09-24 01:44:32,2025-09-24,01:44:32,,,,,,19.4,,,,19.4,,10.0,,1.75
2025-09-24 01:44:58,2025-09-24,01:44:58,1310.8,,0.0,,19.9,,6.087,,321.7,,1.55,,1.41,
2025-09-24 01:45:36,2025-09-24,01:45:36,,19.4,,100.0,,19.4,,19.407,,123.6,,1.36,,1.09
2025-09-24 01:46:02,2025-09-24,01:46:02,1310.8,,0.0,,19.9,,6.087,,324.5,,2.42,,1.39,
2025-09-24 01:46:39,2025-09-24,01:46:39,,19.4,,100.0,,19.4,,19.407,,118.2,,1.74,,1.24
2025-09-24 01:47:06,2025-09-24,01:47:06,1310.8,,0.0,,19.9,,6.087,,327.8,,1.82,,1.11,
2025-09-24 01:47:42,2025-09-24,01:47:42,,19.5,,100.0,,19.5,,19.508,,115.8,,1.73,,0.81
2025-09-24 01:48:09,2025-09-24,01:48:09,1310.8,,0.0,,19.9,,6.087,,341.2,,1.89,,0.48,
2025-09-24 01:48:46,2025-09-24,01:48:46,,19.5,,100.0,,19.5,,19.508,,103.2,,1.52,,1.38
2025-09-24 01:49:12,2025-09-24,01:49:12,1310.8,,0.0,,19.9,,6.087,,317.2,,0.57,,0.16,
2025-09-24 01:49:50,2025-09-24,01:49:50,,19.5,,100.0,,19.5,,19.508,,94.2,,1.41,,0.85
2025-09-24 01:50:16,2025-09-24,01:50:16,1310.8,,0.0,,19.9,,6.087,,317.2,,0.19,,0.04,
2025-09-24 01:50:53,2025-09-24,01:50:53,,19.6,,100.0,,19.5,,19.508,,104.3,,1.61,,0.88
2025-09-24 01:51:20,2025-09-24,01:51:20,1310.8,,0.0,,19.9,,6.087,,317.2,,0.16,,0.07,
2025-09-24 01:51:56,2025-09-24,01:51:56,,19.6,,100.0,,19.6,,19.609,,98.1,,1.23,,0.68
2025-09-24 01:52:23,2025-09-24,01:52:23,1310.8,,0.0,,19.9,,6.087,,317.2,,0.21,,0.1,
2025-09-24 01:53:00,2025-09-24,01:53:00,,19.6,,100.0,,19.6,,19.609,,67.1,,1.17,,0.54
2025-09-24 01:53:26,2025-09-24,01:53:26,1310.8,,0.0,,20.0,,6.129,,317.2,,0.14,,0.03,
2025-09-24 01:54:04,2025-09-24,01:54:04,,19.6,,100.0,,19.6,,19.609,,84.9,,0.97,,0.46
2025-09-24 01:54:30,2025-09-24,01:54:30,1310.8,,0.0,,20.0,,6.129,,317.2,,0.17,,0.12,
2025-09-24 01:55:07,2025-09-24,01:55:07,,19.5,,100.0,,19.6,,19.609,,67.2,,0.87,,0.69
2025-09-24 01:55:34,2025-09-24,01:55:34,1310.8,,0.0,,20.0,,6.129,,347.7,,0.26,,0.22,
2025-09-24 01:56:10,2025-09-24,01:56:10,,19.5,,100.0,,19.5,,19.508,,62.7,,0.91,,0.64
2025-09-24 01:56:38,2025-09-24,01:56:38,1310.8,,0.0,,20.0,,6.129,,341.8,,0.32,,0.23,
2025-09-24 01:57:14,2025-09-24,01:57:14,,19.5,,100.0,,19.5,,19.508,,62.3,,0.89,,0.73
2025-09-24 01:57:41,2025-09-24,01:57:41,1310.8,,0.0,,20.0,,6.129,,333.1,,0.36,,0.25,
2025-09-24 01:58:18,2025-09-24,01:58:18,,19.5,,100.0,,19.5,,19.508,,67.5,,0.99,,0.74
2025-09-24 01:58:44,2025-09-24,01:58:44,1310.8,,0.0,,20.0,,6.129,,330.6,,0.51,,0.24,
2025-09-24 01:59:21,2025-09-24,01:59:21,,19.5,,100.0,,19.5,,19.508,,65.1,,0.78,,0.54
2025-09-24 01:59:48,2025-09-24,01:59:48,1310.8,,0.0,,20.0,,6.129,,326.1,,0.36,,0.29,
2025-09-24 02:00:24,2025-09-24,02:00:24,,19.5,,100.0,,19.5,,19.508,,83.1,,1.0,,0.75
2025-09-24 02:00:52,2025-09-24,02:00:52,1310.8,,0.0,,20.0,,6.129,,343.1,,0.4,,0.35,
2025-09-24 02:01:28,2025-09-24,02:01:28,,19.5,,100.0,,19.5,,19.508,,79.7,,1.22,,1.09
2025-09-24 02:01:55,2025-09-24,02:01:55,1310.8,,0.0,,20.0,,6.129,,346.6,,0.44,,0.3,
2025-09-24 02:02:32,2025-09-24,02:02:32,,19.5,,100.0,,19.5,,19.508,,81.4,,1.36,,1.13
2025-09-24 02:02:58,2025-09-24,02:02:58,1310.8,,0.0,,20.0,,6.129,,329.0,,2.09,,1.33,
2025-09-24 02:03:35,2025-09-24,02:03:35,,19.5,,100.0,,19.5,,19.508,,68.8,,1.3,,0.75
2025-09-24 02:04:02,2025-09-24,02:04:02,1310.8,,0.0,,19.9,,6.087,,338.4,,1.69,,0.94,
2025-09-24 02:04:38,2025-09-24,02:04:38,,19.5,,100.0,,19.5,,19.508,,65.3,,1.27,,0.6
2025-09-24 02:05:06,2025-09-24,02:05:06,1310.8,,0.0,,19.8,,6.046,,343.9,,2.04,,0.52,
2025-09-24 02:05:42,2025-09-24,02:05:42,,19.5,,100.0,,19.5,,19.508,,52.0,,0.91,,0.33
2025-09-24 02:06:09,2025-09-24,02:06:09,1310.8,,0.0,,19.8,,6.046,,32.4,,0.46,,0.26,
2025-09-24 02:06:46,2025-09-24,02:06:46,,19.4,,100.0,,19.4,,19.407,,49.4,,0.66,,0.46
2025-09-24 02:07:12,2025-09-24,02:07:12,1310.8,,0.0,,19.8,,6.046,,354.2,,0.33,,0.22,
