datetime,date,hour,dew_point_in,dew_point_out,humidity_in,humidity_out,temperature_in,temperature_out,wet_bulb_in,wet_bulb_out,wind_dir_in,wind_dir_out,wind_gust_in,wind_gust_out,wind_speed_in,wind_speed_out
2025-06-19 00:18:56,2025-06-19,00:18:56,1310.8,,0.0,,22.2,,7.042,,329.4,,0.52,,0.77,
2025-06-19 00:19:15,2025-06-19,00:19:15,,21.5,,100.0,,21.5,,21.522,,150.9,,1.41,,0.7
2025-06-19 00:20:00,2025-06-19,00:20:00,1310.8,,0.0,,22.2,,7.042,,329.4,,0.52,,0.77,
2025-06-19 00:20:18,2025-06-19,00:20:18,,21.5,,100.0,,21.5,,21.522,,160.5,,1.44,,0.32
2025-06-19 00:21:04,2025-06-19,00:21:04,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:21:22,2025-06-19,00:21:22,,21.5,,100.0,,21.5,,21.522,,148.5,,1.11,,0.84
2025-06-19 00:22:07,2025-06-19,00:22:07,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:22:26,2025-06-19,00:22:26,,21.4,,100.0,,21.4,,21.422,,144.7,,1.29,,1.15
2025-06-19 00:23:10,2025-06-19,00:23:10,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:23:29,2025-06-19,00:23:29,,21.5,,100.0,,21.4,,21.422,,153.2,,1.42,,0.74
2025-06-19 00:24:14,2025-06-19,00:24:14,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:24:33,2025-06-19,00:24:33,,21.4,,100.0,,21.4,,21.422,,150.0,,0.74,,0.33
2025-06-19 00:25:18,2025-06-19,00:25:18,1310.8,,0.0,,22.2,,7.042,,329.4,,0.52,,0.77,
2025-06-19 00:25:36,2025-06-19,00:25:36,,21.4,,100.0,,21.4,,21.422,,142.8,,0.95,,0.75
2025-06-19 00:26:21,2025-06-19,00:26:21,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:26:40,2025-06-19,00:26:40,,21.4,,100.0,,21.4,,21.422,,147.8,,1.36,,1.27
2025-06-19 00:27:24,2025-06-19,00:27:24,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:27:43,2025-06-19,00:27:43,,21.4,,100.0,,21.4,,21.422,,141.3,,1.26,,0.97
2025-06-19 00:28:28,2025-06-19,00:28:28,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:28:46,2025-06-19,00:28:46,,21.4,,100.0,,21.4,,21.422,,147.7,,1.12,,0.92
2025-06-19 00:29:32,2025-06-19,00:29:32,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:29:50,2025-06-19,00:29:50,,21.4,,100.0,,21.4,,21.422,,154.2,,1.13,,0.91
2025-06-19 00:30:35,2025-06-19,00:30:35,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:30:54,2025-06-19,00:30:54,,21.4,,100.0,,21.4,,21.422,,145.0,,1.32,,1.03
2025-06-19 00:31:39,2025-06-19,00:31:39,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:31:57,2025-06-19,00:31:57,,21.4,,100.0,,21.4,,21.422,,103.2,,0.89,,0.54
2025-06-19 00:32:42,2025-06-19,00:32:42,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:33:00,2025-06-19,00:33:00,,21.4,,100.0,,21.4,,21.422,,117.6,,1.15,,1.03
2025-06-19 00:33:46,2025-06-19,00:33:46,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:34:04,2025-06-19,00:34:04,,21.4,,100.0,,21.4,,21.422,,116.7,,1.2,,0.95
2025-06-19 00:34:49,2025-06-19,00:34:49,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:35:08,2025-06-19,00:35:08,,21.4,,100.0,,21.4,,21.422,,110.4,,1.17,,1.06
2025-06-19 00:35:52,2025-06-19,00:35:52,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:36:12,2025-06-19,00:36:12,,21.4,,100.0,,21.4,,21.422,,121.7,,1.63,,1.38
2025-06-19 00:36:56,2025-06-19,00:36:56,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:37:15,2025-06-19,00:37:15,,21.4,,100.0,,21.4,,21.422,,124.3,,1.39,,0.93
2025-06-19 00:38:00,2025-06-19,00:38:00,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:38:18,2025-06-19,00:38:18,,21.4,,100.0,,21.4,,21.422,,125.5,,1.31,,1.06
2025-06-19 00:39:03,2025-06-19,00:39:03,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:39:22,2025-06-19,00:39:22,,21.4,,100.0,,21.4,,21.422,,127.1,,1.43,,0.76
2025-06-19 00:40:06,2025-06-19,00:40:06,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:40:26,2025-06-19,00:40:26,,21.4,,100.0,,21.4,,21.422,,129.1,,1.05,,0.7
2025-06-19 00:41:10,2025-06-19,00:41:10,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:41:29,2025-06-19,00:41:29,,21.4,,100.0,,21.4,,21.422,,143.6,,1.48,,1.17
2025-06-19 00:42:14,2025-06-19,00:42:14,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:42:32,2025-06-19,00:42:32,,,,,,21.5,,,,21.5,,10.0,,1.88
2025-06-19 00:43:18,2025-06-19,00:43:18,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:43:36,2025-06-19,00:43:36,,21.4,,100.0,,21.4,,21.422,,147.1,,1.97,,1.3
2025-06-19 00:44:21,2025-06-19,00:44:21,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:44:40,2025-06-19,00:44:40,,21.5,,100.0,,21.5,,21.522,,149.2,,2.07,,1.65
2025-06-19 00:45:24,2025-06-19,00:45:24,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:45:43,2025-06-19,00:45:43,,21.5,,100.0,,21.5,,21.522,,139.7,,2.49,,1.81
2025-06-19 00:46:28,2025-06-19,00:46:28,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:46:46,2025-06-19,00:46:46,,21.5,,100.0,,21.5,,21.522,,129.0,,1.79,,1.18
2025-06-19 00:47:31,2025-06-19,00:47:31,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:47:50,2025-06-19,00:47:50,,21.4,,100.0,,21.5,,21.522,,119.3,,2.11,,1.46
2025-06-19 00:48:35,2025-06-19,00:48:35,,,,,1310.8,,,,22.1,,0.0,,0.52,
2025-06-19 00:48:54,2025-06-19,00:48:54,,21.5,,100.0,,21.5,,21.522,,118.4,,2.02,,1.3
2025-06-19 00:49:38,2025-06-19,00:49:38,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:49:57,2025-06-19,00:49:57,,21.5,,100.0,,21.5,,21.522,,122.7,,1.76,,0.74
2025-06-19 00:50:42,2025-06-19,00:50:42,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:51:00,2025-06-19,00:51:00,,21.4,,100.0,,21.4,,21.422,,111.8,,1.48,,1.29
2025-06-19 00:51:46,2025-06-19,00:51:46,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:52:04,2025-06-19,00:52:04,,21.4,,100.0,,21.4,,21.422,,107.2,,1.4,,1.09
2025-06-19 00:52:49,2025-06-19,00:52:49,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 00:53:08,2025-06-19,00:53:08,,21.4,,100.0,,21.4,,21.422,,92.7,,1.29,,0.54
2025-06-19 00:53:52,2025-06-19,00:53:52,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:54:11,2025-06-19,00:54:11,,21.4,,100.0,,21.4,,21.422,,90.5,,1.13,,0.43
2025-06-19 00:54:56,2025-06-19,00:54:56,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:55:14,2025-06-19,00:55:14,,21.4,,100.0,,21.4,,21.422,,59.1,,0.66,,0.5
2025-06-19 00:56:00,2025-06-19,00:56:00,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:56:18,2025-06-19,00:56:18,,21.4,,100.0,,21.4,,21.422,,117.1,,1.01,,0.47
2025-06-19 00:57:03,2025-06-19,00:57:03,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:57:22,2025-06-19,00:57:22,,21.4,,100.0,,21.4,,21.422,,87.7,,0.88,,0.78
2025-06-19 00:58:06,2025-06-19,00:58:06,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:58:25,2025-06-19,00:58:25,,21.4,,100.0,,21.4,,21.422,,83.7,,1.09,,0.84
2025-06-19 00:59:10,2025-06-19,00:59:10,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 00:59:28,2025-06-19,00:59:28,,21.4,,100.0,,21.4,,21.422,,100.6,,1.06,,0.72
2025-06-19 01:00:14,2025-06-19,01:00:14,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:00:32,2025-06-19,01:00:32,,21.4,,100.0,,21.4,,21.422,,116.0,,0.99,,0.49
2025-06-19 01:01:17,2025-06-19,01:01:17,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:01:36,2025-06-19,01:01:36,,21.4,,100.0,,21.4,,21.422,,105.9,,0.89,,0.6
2025-06-19 01:02:20,2025-06-19,01:02:20,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:02:39,2025-06-19,01:02:39,,21.4,,100.0,,21.4,,21.422,,127.8,,1.2,,0.94
2025-06-19 01:03:24,2025-06-19,01:03:24,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:03:42,2025-06-19,01:03:42,,21.4,,100.0,,21.4,,21.422,,114.2,,1.33,,1.06
2025-06-19 01:04:28,2025-06-19,01:04:28,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:04:46,2025-06-19,01:04:46,,21.4,,100.0,,21.4,,21.422,,116.7,,1.32,,0.95
2025-06-19 01:05:31,2025-06-19,01:05:31,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:05:50,2025-06-19,01:05:50,,21.4,,100.0,,21.4,,21.422,,133.1,,1.48,,1.34
2025-06-19 01:06:34,2025-06-19,01:06:34,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:06:54,2025-06-19,01:06:54,,21.4,,100.0,,21.4,,21.422,,124.1,,1.3,,0.93
2025-06-19 01:07:38,2025-06-19,01:07:38,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:07:57,2025-06-19,01:07:57,,21.4,,100.0,,21.4,,21.422,,127.3,,1.47,,0.7
2025-06-19 01:08:42,2025-06-19,01:08:42,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:09:00,2025-06-19,01:09:00,,21.4,,100.0,,21.4,,21.422,,172.1,,0.97,,0.66
2025-06-19 01:09:45,2025-06-19,01:09:45,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:10:04,2025-06-19,01:10:04,,21.4,,100.0,,21.4,,21.422,,132.2,,1.13,,0.6
2025-06-19 01:10:48,2025-06-19,01:10:48,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:11:08,2025-06-19,01:11:08,,21.5,,100.0,,21.5,,21.522,,130.2,,1.01,,0.71
2025-06-19 01:11:52,2025-06-19,01:11:52,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:12:11,2025-06-19,01:12:11,,21.5,,100.0,,21.5,,21.522,,113.4,,0.93,,0.52
2025-06-19 01:12:56,2025-06-19,01:12:56,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:13:43,2025-06-19,01:13:43,,21.4,,100.0,,21.4,,21.422,,97.1,,0.73,,0.64
2025-06-19 01:14:00,2025-06-19,01:14:00,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:14:46,2025-06-19,01:14:46,,21.5,,100.0,,21.5,,21.522,,134.4,,0.8,,0.71
2025-06-19 01:15:02,2025-06-19,01:15:02,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:15:50,2025-06-19,01:15:50,,21.5,,100.0,,21.5,,21.522,,132.1,,0.87,,0.7
2025-06-19 01:16:06,2025-06-19,01:16:06,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:16:53,2025-06-19,01:16:53,,21.5,,100.0,,21.5,,21.522,,142.9,,1.27,,1.22
2025-06-19 01:17:10,2025-06-19,01:17:10,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:17:56,2025-06-19,01:17:56,,21.5,,100.0,,21.5,,21.522,,139.4,,1.22,,0.87
2025-06-19 01:18:14,2025-06-19,01:18:14,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:19:00,2025-06-19,01:19:00,,21.5,,100.0,,21.5,,21.522,,130.0,,1.34,,1.16
2025-06-19 01:19:16,2025-06-19,01:19:16,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:20:04,2025-06-19,01:20:04,,21.4,,100.0,,21.4,,21.422,,150.4,,1.22,,0.73
2025-06-19 01:20:20,2025-06-19,01:20:20,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:21:07,2025-06-19,01:21:07,,21.4,,100.0,,21.4,,21.422,,133.1,,1.23,,0.99
2025-06-19 01:21:24,2025-06-19,01:21:24,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:22:10,2025-06-19,01:22:10,,21.4,,100.0,,21.4,,21.422,,135.3,,1.36,,1.19
2025-06-19 01:22:27,2025-06-19,01:22:27,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:23:14,2025-06-19,01:23:14,,21.4,,100.0,,21.4,,21.422,,143.8,,1.53,,1.15
2025-06-19 01:23:30,2025-06-19,01:23:30,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:24:18,2025-06-19,01:24:18,,21.4,,100.0,,21.4,,21.422,,152.2,,1.42,,0.7
2025-06-19 01:24:34,2025-06-19,01:24:34,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:25:21,2025-06-19,01:25:21,,21.4,,100.0,,21.4,,21.422,,135.1,,0.94,,0.78
2025-06-19 01:25:38,2025-06-19,01:25:38,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:26:24,2025-06-19,01:26:24,,21.3,,100.0,,21.3,,21.321,,150.4,,1.09,,0.92
2025-06-19 01:26:41,2025-06-19,01:26:41,1310.8,,0.0,,22.1,,7.001,,329.4,,0.52,,0.77,
2025-06-19 01:27:28,2025-06-19,01:27:28,,21.3,,100.0,,21.3,,21.321,,153.1,,1.15,,0.62
2025-06-19 01:27:44,2025-06-19,01:27:44,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:28:32,2025-06-19,01:28:32,,21.3,,100.0,,21.3,,21.321,,165.9,,0.86,,0.36
2025-06-19 01:28:48,2025-06-19,01:28:48,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:29:35,2025-06-19,01:29:35,,21.3,,100.0,,21.3,,21.321,,149.3,,0.93,,0.41
2025-06-19 01:29:52,2025-06-19,01:29:52,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:30:38,2025-06-19,01:30:38,,21.3,,100.0,,21.3,,21.321,,158.0,,0.7,,0.58
2025-06-19 01:30:55,2025-06-19,01:30:55,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:31:42,2025-06-19,01:31:42,,21.2,,100.0,,21.3,,21.321,,214.2,,0.74,,0.12
2025-06-19 01:31:59,2025-06-19,01:31:59,1310.8,,0.0,,22.0,,6.959,,329.4,,0.52,,0.77,
2025-06-19 01:32:46,2025-06-19,01:32:46,,21.2,,100.0,,21.2,,21.22,,171.3,,0.89,,0.54
2025-06-19 01:33:02,2025-06-19,01:33:02,1310.8,,0.0,,21.9,,6.918,,329.4,,0.52,,0.77,
2025-06-19 01:33:49,2025-06-19,01:33:49,,21.2,,100.0,,21.2,,21.22,,184.9,,1.04,,0.29
2025-06-19 01:34:06,2025-06-19,01:34:06,1310.8,,0.0,,21.9,,6.918,,329.4,,0.52,,0.77,
2025-06-19 01:34:52,2025-06-19,01:34:52,,21.2,,100.0,,21.2,,21.22,,140.2,,0.49,,0.37
2025-06-19 01:35:10,2025-06-19,01:35:10,1310.8,,0.0,,21.9,,6.918,,329.4,,0.52,,0.77,
2025-06-19 01:35:56,2025-06-19,01:35:56,,21.2,,100.0,,21.2,,21.22,,144.9,,0.85,,0.74
2025-06-19 01:36:13,2025-06-19,01:36:13,1310.8,,0.0,,21.9,,6.918,,329.4,,0.52,,0.77,
2025-06-19 01:37:00,2025-06-19,01:37:00,,21.1,,100.0,,21.1,,21.119,,132.9,,1.02,,0.91
2025-06-19 01:37:16,2025-06-19,01:37:16,1310.8,,0.0,,21.9,,6.918,,329.4,,0.52,,0.77,
2025-06-19 01:38:03,2025-06-19,01:38:03,,21.1,,100.0,,21.1,,21.119,,140.6,,1.08,,0.76
2025-06-19 01:38:20,2025-06-19,01:38:20,1310.8,,0.0,,21.9,,6.918,,329.4,,0.52,,0.77,
2025-06-19 01:39:06,2025-06-19,01:39:06,,21.1,,100.0,,21.1,,21.119,,143.8,,1.36,,0.96
2025-06-19 01:39:24,2025-06-19,01:39:24,1310.8,,0.0,,21.8,,6.876,,329.4,,0.52,,0.77,
2025-06-19 01:40:10,2025-06-19,01:40:10,,21.1,,100.0,,21.1,,21.119,,135.7,,1.09,,0.96
2025-06-19 01:40:27,2025-06-19,01:40:27,1310.8,,0.0,,21.8,,6.876,,329.4,,0.52,,0.77,
2025-06-19 01:41:14,2025-06-19,01:41:14,,21.1,,100.0,,21.1,,21.119,,131.6,,1.1,,0.99
2025-06-19 01:41:30,2025-06-19,01:41:30,1310.8,,0.0,,21.8,,6.876,,329.4,,0.52,,0.77,
2025-06-19 01:42:17,2025-06-19,01:42:17,,21.1,,100.0,,21.1,,21.119,,117.2,,1.03,,0.51
2025-06-19 01:42:34,2025-06-19,01:42:34,1310.8,,0.0,,21.7,,6.835,,329.4,,0.52,,0.77,
2025-06-19 01:43:20,2025-06-19,01:43:20,,21.1,,100.0,,21.1,,21.119,,118.9,,1.11,,0.94
2025-06-19 01:43:38,2025-06-19,01:43:38,1310.8,,0.0,,21.7,,6.835,,329.4,,0.52,,0.77,
2025-06-19 01:44:24,2025-06-19,01:44:24,,21.1,,100.0,,21.1,,21.119,,108.3,,1.25,,1.05
2025-06-19 01:44:41,2025-06-19,01:44:41,1310.8,,0.0,,21.7,,6.835,,329.4,,0.52,,0.77,
2025-06-19 01:45:28,2025-06-19,01:45:28,,21.0,,100.0,,21.0,,21.019,,93.4,,1.23,,0.9
2025-06-19 01:45:44,2025-06-19,01:45:44,1310.8,,0.0,,21.7,,6.835,,329.4,,0.52,,0.77,
2025-06-19 01:46:31,2025-06-19,01:46:31,,21.1,,100.0,,21.1,,21.119,,105.6,,1.16,,0.77
2025-06-19 01:46:48,2025-06-19,01:46:48,1310.8,,0.0,,21.7,,6.835,,329.4,,0.52,,0.77,
2025-06-19 01:47:35,2025-06-19,01:47:35,,21.1,,100.0,,21.1,,21.119,,127.5,,1.24,,0.73
2025-06-19 01:47:52,2025-06-19,01:47:52,1310.8,,0.0,,21.7,,6.835,,329.4,,0.52,,0.77,
2025-06-19 01:48:38,2025-06-19,01:48:38,,21.1,,100.0,,21.1,,21.119,,113.2,,1.51,,0.92
2025-06-19 01:48:55,2025-06-19,01:48:55,1310.8,,0.0,,21.7,,6.835,,329.4,,0.52,,0.77,
2025-06-19 01:49:42,2025-06-19,01:49:42,,21.1,,100.0,,21.1,,21.119,,137.5,,1.99,,0.98
2025-06-19 01:49:58,2025-06-19,01:49:58,1310.8,,0.0,,21.7,,6.835,,329.4,,0.52,,0.77,
2025-06-19 01:50:45,2025-06-19,01:50:45,,21.1,,100.0,,21.1,,21.119,,131.3,,1.73,,0.94
2025-06-19 01:51:02,2025-06-19,01:51:02,1310.8,,0.0,,21.8,,6.876,,329.4,,0.52,,0.77,
2025-06-19 01:51:48,2025-06-19,01:51:48,,21.1,,100.0,,21.1,,21.119,,133.1,,1.25,,0.97
2025-06-19 01:52:06,2025-06-19,01:52:06,1310.8,,0.0,,21.8,,6.876,,329.4,,0.52,,0.77,
2025-06-19 01:52:52,2025-06-19,01:52:52,,21.2,,100.0,,21.2,,21.22,,144.9,,1.75,,0.88
2025-06-19 01:53:09,2025-06-19,01:53:09,1310.8,,0.0,,21.9,,6.918,,329.4,,0.52,,0.77,
2025-06-19 01:53:56,2025-06-19,01:53:56,,21.2,,100.0,,21.2,,21.22,,143.8,,1.16,,0.87
2025-06-19 01:54:12,2025-06-19,01:54:12,1310.8,,0.0,,21.9,,6.918,,329.4,,0.52,,0.77,
2025-06-19 01:55:00,2025-06-19,01:55:00,,21.2,,100.0,,21.2,,21.22,,147.0,,1.21,,0.49
2025-06-19 01:55:16,2025-06-19,01:55:16,1310.8,,0.0,,21.9,,6.918,,329.4,,0.52,,0.77,
2025-06-19 01:56:03,2025-06-19,01:56:03,,21.2,,100.0,,21.2,,21.22,,139.2,,1.45,,1.24
2025-06-19 01:56:20,2025-06-19,01:56:20,1310.8,,0.0,,21.9,,6.918,,329.4,,0.52,,0.77,
2025-06-19 01:57:06,2025-06-19,01:57:06,,21.2,,100.0,,21.2,,21.22,,146.3,,1.85,,1.48
2025-06-19 01:57:23,2025-06-19,01:57:23,1310.8,,0.0,,21.9,,6.918,,329.4,,0.52,,0.77,
2025-06-19 01:58:10,2025-06-19,01:58:10,,21.1,,100.0,,21.1,,21.119,,136.5,,1.84,,1.73
2025-06-19 01:58:26,2025-06-19,01:58:26,1310.8,,0.0,,21.9,,6.918,,329.4,,0.52,,0.77,
