datetime,date,hour,dew_point_in,dew_point_out,humidity_in,humidity_out,temperature_in,temperature_out,wet_bulb_in,wet_bulb_out,wind_dir_in,wind_dir_out,wind_gust_in,wind_gust_out,wind_speed_in,wind_speed_out
2025-06-12 00:13:03,2025-06-12,00:13:03,1310.8,,0.0,,20.9,,6.503,,336.7,,1.43,,0.63,
2025-06-12 00:13:20,2025-06-12,00:13:20,,15.8,,73.6,,20.7,,17.393,,55.4,,1.35,,0.92
2025-06-12 00:14:06,2025-06-12,00:14:06,1310.8,,0.0,,20.9,,6.503,,327.5,,1.31,,0.75,
2025-06-12 00:14:23,2025-06-12,00:14:23,,15.8,,73.5,,20.7,,17.38,,63.1,,1.34,,1.13
2025-06-12 00:15:10,2025-06-12,00:15:10,1310.8,,0.0,,20.9,,6.503,,320.9,,1.71,,0.58,
2025-06-12 00:15:26,2025-06-12,00:15:26,,15.8,,73.5,,20.7,,17.38,,58.8,,1.42,,1.05
2025-06-12 00:16:14,2025-06-12,00:16:14,1310.8,,0.0,,20.9,,6.503,,332.4,,1.6,,0.61,
2025-06-12 00:16:30,2025-06-12,00:16:30,,15.8,,73.6,,20.7,,17.393,,54.7,,1.62,,1.39
2025-06-12 00:17:17,2025-06-12,00:17:17,1310.8,,0.0,,20.9,,6.503,,330.5,,1.53,,0.85,
2025-06-12 00:17:34,2025-06-12,00:17:34,,15.8,,73.6,,20.7,,17.393,,49.8,,1.53,,1.33
2025-06-12 00:18:20,2025-06-12,00:18:20,1310.8,,0.0,,20.9,,6.503,,334.0,,1.34,,0.76,
2025-06-12 00:18:37,2025-06-12,00:18:37,,15.7,,73.5,,20.6,,17.286,,55.7,,1.46,,1.17
2025-06-12 00:19:24,2025-06-12,00:19:24,1310.8,,0.0,,20.8,,6.461,,328.9,,1.89,,0.79,
2025-06-12 00:19:40,2025-06-12,00:19:40,,15.7,,73.5,,20.6,,17.286,,54.3,,1.47,,1.33
2025-06-12 00:20:28,2025-06-12,00:20:28,1310.8,,0.0,,20.8,,6.461,,330.2,,1.46,,0.88,
2025-06-12 00:20:44,2025-06-12,00:20:44,,15.7,,73.5,,20.6,,17.286,,30.7,,1.46,,1.19
2025-06-12 00:21:31,2025-06-12,00:21:31,1310.8,,0.0,,20.8,,6.461,,332.1,,1.36,,0.89,
2025-06-12 00:21:48,2025-06-12,00:21:48,,15.7,,73.5,,20.6,,17.286,,42.0,,1.35,,0.77
2025-06-12 00:22:34,2025-06-12,00:22:34,1310.8,,0.0,,20.8,,6.461,,321.3,,1.77,,0.91,
2025-06-12 00:22:51,2025-06-12,00:22:51,,15.7,,73.5,,20.6,,17.286,,41.2,,1.37,,1.1
2025-06-12 00:23:38,2025-06-12,00:23:38,1310.8,,0.0,,20.8,,6.461,,332.0,,1.78,,1.01,
2025-06-12 00:23:54,2025-06-12,00:23:54,,15.7,,73.5,,20.6,,17.286,,29.9,,1.34,,1.14
2025-06-12 00:24:42,2025-06-12,00:24:42,1310.8,,0.0,,20.8,,6.461,,325.3,,1.63,,1.11,
2025-06-12 00:24:58,2025-06-12,00:24:58,,15.7,,73.5,,20.6,,17.286,,19.1,,1.27,,0.83
2025-06-12 00:25:45,2025-06-12,00:25:45,1310.8,,0.0,,20.8,,6.461,,326.6,,1.65,,0.68,
2025-06-12 00:26:02,2025-06-12,00:26:02,,15.7,,73.6,,20.6,,17.298,,2.9,,1.02,,0.87
2025-06-12 00:26:48,2025-06-12,00:26:48,1310.8,,0.0,,20.8,,6.461,,320.4,,1.71,,1.09,
2025-06-12 00:27:05,2025-06-12,00:27:05,,15.7,,73.5,,20.6,,17.286,,19.9,,1.17,,0.92
2025-06-12 00:27:52,2025-06-12,00:27:52,1310.8,,0.0,,20.8,,6.461,,323.1,,2.18,,1.02,
2025-06-12 00:28:08,2025-06-12,00:28:08,,15.7,,73.5,,20.6,,17.286,,13.1,,1.08,,0.93
2025-06-12 00:28:56,2025-06-12,00:28:56,1310.8,,0.0,,20.8,,6.461,,328.6,,1.77,,1.1,
2025-06-12 00:29:12,2025-06-12,00:29:12,,15.7,,73.5,,20.6,,17.286,,4.3,,1.17,,1.09
2025-06-12 00:29:59,2025-06-12,00:29:59,1310.8,,0.0,,20.8,,6.461,,335.3,,1.6,,1.02,
2025-06-12 00:30:16,2025-06-12,00:30:16,,15.7,,73.5,,20.6,,17.286,,17.0,,1.35,,1.1
2025-06-12 00:31:02,2025-06-12,00:31:02,1310.8,,0.0,,20.8,,6.461,,340.3,,1.6,,0.78,
2025-06-12 00:31:19,2025-06-12,00:31:19,,15.6,,73.5,,20.5,,17.191,,29.5,,1.46,,1.26
2025-06-12 00:32:06,2025-06-12,00:32:06,1310.8,,0.0,,20.7,,6.42,,329.7,,1.7,,0.84,
2025-06-12 00:32:22,2025-06-12,00:32:22,,15.6,,73.5,,20.5,,17.191,,35.6,,1.56,,1.34
2025-06-12 00:33:10,2025-06-12,00:33:10,1310.8,,0.0,,20.7,,6.42,,331.1,,1.47,,1.05,
2025-06-12 00:33:26,2025-06-12,00:33:26,,15.6,,73.5,,20.5,,17.191,,27.7,,1.59,,1.32
2025-06-12 00:34:13,2025-06-12,00:34:13,1310.8,,0.0,,20.7,,6.42,,331.3,,1.71,,0.98,
2025-06-12 00:34:30,2025-06-12,00:34:30,,15.6,,73.6,,20.5,,17.204,,30.8,,1.63,,1.26
2025-06-12 00:35:16,2025-06-12,00:35:16,1310.8,,0.0,,20.7,,6.42,,323.7,,1.99,,1.45,
2025-06-12 00:35:33,2025-06-12,00:35:33,,15.6,,73.6,,20.5,,17.204,,31.4,,1.39,,1.19
2025-06-12 00:36:20,2025-06-12,00:36:20,1310.8,,0.0,,20.7,,6.42,,326.3,,1.73,,1.27,
2025-06-12 00:36:36,2025-06-12,00:36:36,,15.6,,73.6,,20.5,,17.204,,25.5,,1.31,,1.19
2025-06-12 00:37:24,2025-06-12,00:37:24,1310.8,,0.0,,20.7,,6.42,,321.7,,2.3,,0.81,
2025-06-12 00:37:40,2025-06-12,00:37:40,,15.6,,73.6,,20.5,,17.204,,23.6,,1.32,,0.95
2025-06-12 00:38:27,2025-06-12,00:38:27,1310.8,,0.0,,20.7,,6.42,,324.4,,1.96,,0.81,
2025-06-12 00:38:44,2025-06-12,00:38:44,,15.6,,73.6,,20.5,,17.204,,8.8,,1.19,,1.01
2025-06-12 00:39:30,2025-06-12,00:39:30,1310.8,,0.0,,20.7,,6.42,,320.3,,1.94,,1.24,
2025-06-12 00:39:47,2025-06-12,00:39:47,,15.5,,73.6,,20.4,,17.11,,356.4,,1.15,,0.93
2025-06-12 00:40:34,2025-06-12,00:40:34,1310.8,,0.0,,20.7,,6.42,,329.0,,1.89,,1.06,
2025-06-12 00:40:50,2025-06-12,00:40:50,,15.5,,73.6,,20.5,,17.204,,12.1,,1.2,,0.96
2025-06-12 00:41:38,2025-06-12,00:41:38,1310.8,,0.0,,20.7,,6.42,,327.3,,1.87,,1.33,
2025-06-12 00:41:54,2025-06-12,00:41:54,,15.5,,73.6,,20.4,,17.11,,17.7,,1.11,,0.97
2025-06-12 00:42:41,2025-06-12,00:42:41,1310.8,,0.0,,20.7,,6.42,,324.6,,1.95,,1.01,
2025-06-12 00:42:58,2025-06-12,00:42:58,,15.5,,73.6,,20.4,,17.11,,22.4,,1.2,,1.03
2025-06-12 00:43:45,2025-06-12,00:43:45,1310.8,,0.0,,20.7,,6.42,,327.3,,1.6,,1.09,
2025-06-12 00:44:01,2025-06-12,00:44:01,,15.5,,73.6,,20.4,,17.11,,17.4,,1.22,,0.84
2025-06-12 00:44:48,2025-06-12,00:44:48,1310.8,,0.0,,20.7,,6.42,,321.6,,1.36,,0.62,
2025-06-12 00:45:04,2025-06-12,00:45:04,,15.5,,73.6,,20.4,,17.11,,19.8,,1.13,,0.94
2025-06-12 00:45:52,2025-06-12,00:45:52,1310.8,,0.0,,20.6,,6.378,,337.2,,1.55,,0.99,
2025-06-12 00:46:08,2025-06-12,00:46:08,,15.5,,73.6,,20.4,,17.11,,30.2,,1.33,,1.12
2025-06-12 00:46:56,2025-06-12,00:46:56,1310.8,,0.0,,20.6,,6.378,,0.0,,1.59,,0.7,
2025-06-12 00:47:12,2025-06-12,00:47:12,,15.5,,73.6,,20.4,,17.11,,30.2,,1.4,,1.12
2025-06-12 00:47:59,2025-06-12,00:47:59,1310.8,,0.0,,20.6,,6.378,,340.3,,1.66,,0.99,
2025-06-12 00:48:15,2025-06-12,00:48:15,,15.5,,73.6,,20.4,,17.11,,31.4,,1.33,,0.97
2025-06-12 00:49:02,2025-06-12,00:49:02,1310.8,,0.0,,20.5,,6.337,,343.7,,1.4,,0.75,
2025-06-12 00:49:18,2025-06-12,00:49:18,,15.5,,73.6,,20.4,,17.11,,12.4,,1.54,,1.0
2025-06-12 00:50:06,2025-06-12,00:50:06,1310.8,,0.0,,20.5,,6.337,,334.0,,1.58,,0.71,
2025-06-12 00:50:22,2025-06-12,00:50:22,,15.4,,73.6,,20.3,,17.016,,47.6,,1.61,,0.78
2025-06-12 00:51:10,2025-06-12,00:51:10,1310.8,,0.0,,20.5,,6.337,,331.2,,1.18,,0.7,
2025-06-12 00:51:26,2025-06-12,00:51:26,,15.4,,73.6,,20.3,,17.016,,43.0,,1.43,,1.13
2025-06-12 00:52:13,2025-06-12,00:52:13,1310.8,,0.0,,20.5,,6.337,,326.3,,1.7,,1.14,
2025-06-12 00:52:29,2025-06-12,00:52:29,,15.4,,73.6,,20.3,,17.016,,36.6,,1.2,,1.01
2025-06-12 00:53:16,2025-06-12,00:53:16,,,,,1310.8,,,,20.4,,0.0,,1.39,
2025-06-12 00:53:32,2025-06-12,00:53:32,,15.4,,73.6,,20.3,,17.016,,48.7,,1.22,,0.7
2025-06-12 00:54:20,2025-06-12,00:54:20,1310.8,,0.0,,20.4,,6.295,,326.4,,1.27,,0.75,
2025-06-12 00:54:36,2025-06-12,00:54:36,,15.4,,73.6,,20.3,,17.016,,43.0,,1.06,,0.67
2025-06-12 00:55:24,2025-06-12,00:55:24,1310.8,,0.0,,20.4,,6.295,,328.5,,1.49,,1.02,
2025-06-12 00:55:40,2025-06-12,00:55:40,,15.4,,73.6,,20.3,,17.016,,53.9,,1.15,,0.75
2025-06-12 00:56:27,2025-06-12,00:56:27,1310.8,,0.0,,20.4,,6.295,,322.2,,1.79,,1.32,
2025-06-12 00:56:43,2025-06-12,00:56:43,,15.3,,73.7,,20.2,,16.934,,50.8,,1.31,,0.87
2025-06-12 00:57:30,2025-06-12,00:57:30,1310.8,,0.0,,20.4,,6.295,,317.8,,2.07,,1.25,
2025-06-12 00:57:46,2025-06-12,00:57:46,,15.3,,73.8,,20.2,,16.947,,45.9,,1.58,,1.21
2025-06-12 00:58:34,2025-06-12,00:58:34,1310.8,,0.0,,20.4,,6.295,,333.6,,1.41,,0.66,
2025-06-12 00:58:50,2025-06-12,00:58:50,,15.4,,73.9,,20.2,,16.959,,52.9,,1.56,,0.79
2025-06-12 00:59:38,2025-06-12,00:59:38,1310.8,,0.0,,20.4,,6.295,,324.1,,1.73,,1.22,
2025-06-12 00:59:54,2025-06-12,00:59:54,,15.4,,74.0,,20.2,,16.972,,38.6,,1.77,,0.76
2025-06-12 01:00:41,2025-06-12,01:00:41,1310.8,,0.0,,20.4,,6.295,,335.8,,1.59,,0.75,
2025-06-12 01:00:57,2025-06-12,01:00:57,,15.5,,74.1,,20.3,,17.079,,35.8,,1.7,,1.25
2025-06-12 01:01:44,2025-06-12,01:01:44,1310.8,,0.0,,20.4,,6.295,,318.6,,1.25,,0.58,
2025-06-12 01:02:00,2025-06-12,01:02:00,,15.5,,74.1,,20.3,,17.079,,47.1,,1.46,,0.96
2025-06-12 01:02:48,2025-06-12,01:02:48,1310.8,,0.0,,20.4,,6.295,,332.8,,1.74,,1.04,
2025-06-12 01:03:04,2025-06-12,01:03:04,,15.4,,74.1,,20.2,,16.984,,46.8,,1.43,,0.97
2025-06-12 01:03:52,2025-06-12,01:03:52,1310.8,,0.0,,20.4,,6.295,,324.8,,1.58,,0.9,
2025-06-12 01:04:36,2025-06-12,01:04:36,,15.5,,74.4,,20.2,,17.022,,38.4,,1.08,,0.71
2025-06-12 01:04:55,2025-06-12,01:04:55,1310.8,,0.0,,20.4,,6.295,,325.9,,2.11,,0.77,
2025-06-12 01:05:38,2025-06-12,01:05:38,,15.5,,74.3,,20.2,,17.009,,57.2,,1.52,,1.21
2025-06-12 01:05:58,2025-06-12,01:05:58,1310.8,,0.0,,20.3,,6.253,,323.3,,2.2,,1.53,
2025-06-12 01:06:41,2025-06-12,01:06:41,,15.4,,74.2,,20.2,,16.997,,56.1,,1.54,,1.16
2025-06-12 01:07:02,2025-06-12,01:07:02,1310.8,,0.0,,20.3,,6.253,,325.5,,1.99,,1.23,
2025-06-12 01:07:44,2025-06-12,01:07:44,,15.4,,74.2,,20.2,,16.997,,62.9,,1.45,,1.35
2025-06-12 01:08:06,2025-06-12,01:08:06,1310.8,,0.0,,20.3,,6.253,,321.9,,1.95,,1.07,
2025-06-12 01:08:48,2025-06-12,01:08:48,,15.4,,74.2,,20.2,,16.997,,62.2,,1.69,,1.05
2025-06-12 01:09:09,2025-06-12,01:09:09,1310.8,,0.0,,20.3,,6.253,,327.6,,2.14,,1.35,
2025-06-12 01:09:52,2025-06-12,01:09:52,,15.5,,74.3,,20.2,,17.009,,57.8,,1.54,,1.06
2025-06-12 01:10:12,2025-06-12,01:10:12,1310.8,,0.0,,20.3,,6.253,,328.6,,1.94,,1.14,
2025-06-12 01:10:55,2025-06-12,01:10:55,,15.5,,74.4,,20.2,,17.022,,24.7,,1.51,,0.86
2025-06-12 01:11:16,2025-06-12,01:11:16,1310.8,,0.0,,20.3,,6.253,,324.9,,1.81,,1.2,
2025-06-12 01:11:58,2025-06-12,01:11:58,,15.5,,74.4,,20.2,,17.022,,54.4,,1.36,,1.12
2025-06-12 01:12:20,2025-06-12,01:12:20,1310.8,,0.0,,20.3,,6.253,,325.2,,2.02,,1.23,
2025-06-12 01:13:02,2025-06-12,01:13:02,,15.5,,74.4,,20.2,,17.022,,49.6,,1.33,,0.94
2025-06-12 01:13:23,2025-06-12,01:13:23,1310.8,,0.0,,20.3,,6.253,,322.9,,1.59,,1.12,
2025-06-12 01:14:06,2025-06-12,01:14:06,,15.5,,74.5,,20.2,,17.034,,43.7,,1.55,,1.36
2025-06-12 01:14:26,2025-06-12,01:14:26,1310.8,,0.0,,20.3,,6.253,,320.6,,1.7,,1.01,
2025-06-12 01:15:09,2025-06-12,01:15:09,,15.5,,74.5,,20.2,,17.034,,33.0,,1.28,,1.12
2025-06-12 01:15:30,2025-06-12,01:15:30,1310.8,,0.0,,20.4,,6.295,,317.1,,1.73,,1.09,
2025-06-12 01:16:12,2025-06-12,01:16:12,,15.5,,74.4,,20.2,,17.022,,33.1,,1.21,,1.07
2025-06-12 01:16:34,2025-06-12,01:16:34,1310.8,,0.0,,20.4,,6.295,,320.7,,1.24,,0.76,
2025-06-12 01:17:16,2025-06-12,01:17:16,,15.5,,74.4,,20.2,,17.022,,37.5,,1.23,,1.13
2025-06-12 01:17:37,2025-06-12,01:17:37,1310.8,,0.0,,20.3,,6.253,,324.1,,1.29,,0.65,
2025-06-12 01:18:20,2025-06-12,01:18:20,,15.4,,74.4,,20.1,,16.927,,43.5,,1.16,,0.95
2025-06-12 01:18:40,2025-06-12,01:18:40,,,,,1310.8,,,,20.3,,0.0,,1.65,
2025-06-12 01:19:23,2025-06-12,01:19:23,,15.4,,74.4,,20.1,,16.927,,48.5,,1.28,,1.01
2025-06-12 01:19:44,2025-06-12,01:19:44,1310.8,,0.0,,20.3,,6.253,,320.0,,1.8,,0.48,
2025-06-12 01:20:26,2025-06-12,01:20:26,,15.4,,74.4,,20.1,,16.927,,40.0,,1.03,,0.98
2025-06-12 01:20:48,2025-06-12,01:20:48,1310.8,,0.0,,20.3,,6.253,,327.5,,1.34,,0.93,
2025-06-12 01:21:30,2025-06-12,01:21:30,,15.4,,74.4,,20.1,,16.927,,47.1,,1.44,,1.31
2025-06-12 01:21:51,2025-06-12,01:21:51,1310.8,,0.0,,20.3,,6.253,,315.1,,1.49,,1.05,
2025-06-12 01:22:34,2025-06-12,01:22:34,,15.4,,74.5,,20.1,,16.94,,54.6,,1.57,,1.18
2025-06-12 01:22:54,2025-06-12,01:22:54,1310.8,,0.0,,20.2,,6.212,,328.9,,1.36,,1.02,
2025-06-12 01:23:37,2025-06-12,01:23:37,,15.4,,74.5,,20.1,,16.94,,46.1,,1.44,,1.12
2025-06-12 01:23:58,2025-06-12,01:23:58,1310.8,,0.0,,20.2,,6.212,,327.9,,1.04,,0.57,
2025-06-12 01:24:40,2025-06-12,01:24:40,,15.4,,74.5,,20.1,,16.94,,31.4,,1.52,,0.94
2025-06-12 01:25:02,2025-06-12,01:25:02,1310.8,,0.0,,20.2,,6.212,,329.0,,1.45,,0.64,
2025-06-12 01:25:44,2025-06-12,01:25:44,,15.4,,74.4,,20.1,,16.927,,22.2,,1.41,,1.25
2025-06-12 01:26:05,2025-06-12,01:26:05,1310.8,,0.0,,20.2,,6.212,,331.3,,1.4,,0.64,
2025-06-12 01:26:48,2025-06-12,01:26:48,,15.3,,74.2,,20.1,,16.902,,5.4,,1.16,,1.09
2025-06-12 01:27:08,2025-06-12,01:27:08,1310.8,,0.0,,20.2,,6.212,,332.4,,1.35,,1.09,
2025-06-12 01:27:51,2025-06-12,01:27:51,,15.3,,74.1,,20.1,,16.89,,351.3,,1.39,,0.94
2025-06-12 01:28:12,2025-06-12,01:28:12,1310.8,,0.0,,20.1,,6.17,,324.2,,1.4,,1.09,
2025-06-12 01:28:54,2025-06-12,01:28:54,,15.2,,74.0,,20.0,,16.783,,354.0,,1.32,,1.08
2025-06-12 01:29:16,2025-06-12,01:29:16,1310.8,,0.0,,20.1,,6.17,,332.4,,1.87,,1.04,
2025-06-12 01:29:58,2025-06-12,01:29:58,,15.2,,74.0,,20.0,,16.783,,0.4,,1.15,,0.95
2025-06-12 01:30:19,2025-06-12,01:30:19,1310.8,,0.0,,20.1,,6.17,,326.6,,1.54,,0.87,
2025-06-12 01:31:02,2025-06-12,01:31:02,,15.1,,74.0,,19.9,,16.689,,6.1,,1.22,,0.99
2025-06-12 01:31:22,2025-06-12,01:31:22,1310.8,,0.0,,20.0,,6.129,,329.8,,1.7,,1.05,
2025-06-12 01:32:05,2025-06-12,01:32:05,,15.1,,74.0,,19.9,,16.689,,6.3,,1.29,,0.97
2025-06-12 01:32:26,2025-06-12,01:32:26,1310.8,,0.0,,20.0,,6.129,,335.6,,1.63,,0.9,
2025-06-12 01:33:08,2025-06-12,01:33:08,,15.1,,74.1,,19.9,,16.701,,15.0,,1.15,,0.62
2025-06-12 01:33:30,2025-06-12,01:33:30,1310.8,,0.0,,19.9,,6.087,,327.2,,2.04,,1.51,
2025-06-12 01:34:12,2025-06-12,01:34:12,,15.1,,74.2,,19.9,,16.714,,23.8,,1.46,,0.84
2025-06-12 01:34:33,2025-06-12,01:34:33,1310.8,,0.0,,19.9,,6.087,,329.4,,1.83,,1.1,
2025-06-12 01:35:16,2025-06-12,01:35:16,,15.1,,74.3,,19.8,,16.632,,1.8,,1.29,,0.64
2025-06-12 01:35:36,2025-06-12,01:35:36,1310.8,,0.0,,19.9,,6.087,,329.7,,1.47,,1.32,
2025-06-12 01:36:20,2025-06-12,01:36:20,,15.1,,74.4,,19.8,,16.644,,2.9,,1.23,,0.77
2025-06-12 01:36:40,2025-06-12,01:36:40,1310.8,,0.0,,19.9,,6.087,,340.7,,1.77,,1.16,
2025-06-12 01:37:23,2025-06-12,01:37:23,,15.1,,74.6,,19.8,,16.669,,5.2,,1.42,,0.9
2025-06-12 01:37:44,2025-06-12,01:37:44,1310.8,,0.0,,19.8,,6.046,,321.2,,1.8,,0.93,
2025-06-12 01:38:26,2025-06-12,01:38:26,,15.1,,74.7,,19.8,,16.681,,9.6,,1.35,,0.92
2025-06-12 01:38:47,2025-06-12,01:38:47,1310.8,,0.0,,19.8,,6.046,,335.8,,1.59,,1.05,
2025-06-12 01:39:30,2025-06-12,01:39:30,,15.2,,74.8,,19.8,,16.694,,23.1,,1.4,,1.09
2025-06-12 01:39:50,2025-06-12,01:39:50,1310.8,,0.0,,19.8,,6.046,,330.4,,1.36,,0.99,
2025-06-12 01:40:34,2025-06-12,01:40:34,,15.2,,74.9,,19.8,,16.706,,34.0,,1.4,,1.05
2025-06-12 01:40:54,2025-06-12,01:40:54,1310.8,,0.0,,19.8,,6.046,,352.9,,1.55,,0.61,
2025-06-12 01:41:37,2025-06-12,01:41:37,,15.2,,75.0,,19.8,,16.719,,31.3,,1.65,,0.97
2025-06-12 01:41:58,2025-06-12,01:41:58,1310.8,,0.0,,19.8,,6.046,,336.8,,1.51,,0.86,
2025-06-12 01:42:40,2025-06-12,01:42:40,,15.2,,75.1,,19.8,,16.731,,32.2,,1.39,,1.1
2025-06-12 01:43:02,2025-06-12,01:43:02,1310.8,,0.0,,19.8,,6.046,,325.2,,1.52,,1.05,
2025-06-12 01:43:44,2025-06-12,01:43:44,,15.1,,75.1,,19.7,,16.636,,25.2,,1.49,,0.96
2025-06-12 01:44:05,2025-06-12,01:44:05,1310.8,,0.0,,19.8,,6.046,,331.0,,1.72,,1.03,
2025-06-12 01:44:48,2025-06-12,01:44:48,,15.2,,75.2,,19.7,,16.649,,18.4,,1.52,,1.13
2025-06-12 01:45:08,2025-06-12,01:45:08,1310.8,,0.0,,19.8,,6.046,,338.5,,1.81,,0.92,
2025-06-12 01:45:51,2025-06-12,01:45:51,,15.2,,75.2,,19.7,,16.649,,8.3,,1.48,,0.82
2025-06-12 01:46:12,2025-06-12,01:46:12,1310.8,,0.0,,19.8,,6.046,,328.0,,1.9,,1.12,
2025-06-12 01:46:54,2025-06-12,01:46:54,,15.2,,75.2,,19.7,,16.649,,18.7,,1.5,,1.27
2025-06-12 01:47:16,2025-06-12,01:47:16,1310.8,,0.0,,19.8,,6.046,,330.2,,1.83,,1.2,
2025-06-12 01:47:58,2025-06-12,01:47:58,,15.2,,75.3,,19.7,,16.661,,29.3,,1.67,,1.48
2025-06-12 01:48:19,2025-06-12,01:48:19,1310.8,,0.0,,19.8,,6.046,,326.8,,2.08,,1.27,
2025-06-12 01:49:02,2025-06-12,01:49:02,,15.1,,75.3,,19.6,,16.566,,33.9,,1.72,,1.16
2025-06-12 01:49:22,2025-06-12,01:49:22,1310.8,,0.0,,19.8,,6.046,,323.8,,1.72,,1.17,
2025-06-12 01:50:05,2025-06-12,01:50:05,,15.1,,75.4,,19.6,,16.579,,32.9,,1.53,,0.93
2025-06-12 01:50:26,2025-06-12,01:50:26,1310.8,,0.0,,19.7,,6.004,,321.5,,1.87,,1.06,
2025-06-12 01:51:08,2025-06-12,01:51:08,,15.1,,75.5,,19.6,,16.591,,17.4,,1.42,,0.67
2025-06-12 01:51:30,2025-06-12,01:51:30,1310.8,,0.0,,19.8,,6.046,,321.2,,1.77,,1.13,
2025-06-12 01:52:12,2025-06-12,01:52:12,,15.1,,75.6,,19.6,,16.604,,30.4,,1.47,,0.86
2025-06-12 01:52:33,2025-06-12,01:52:33,1310.8,,0.0,,19.8,,6.046,,329.6,,1.87,,1.33,
2025-06-12 01:53:16,2025-06-12,01:53:16,,15.2,,75.7,,19.6,,16.616,,9.8,,1.48,,1.15
2025-06-12 01:53:36,2025-06-12,01:53:36,1310.8,,0.0,,19.8,,6.046,,331.9,,1.94,,1.28,
2025-06-12 01:54:19,2025-06-12,01:54:19,,15.2,,75.8,,19.6,,16.628,,4.3,,1.56,,1.09
2025-06-12 01:54:40,2025-06-12,01:54:40,1310.8,,0.0,,19.8,,6.046,,323.5,,1.76,,1.49,
2025-06-12 01:55:22,2025-06-12,01:55:22,,15.2,,75.9,,19.6,,16.641,,19.9,,1.47,,1.13
2025-06-12 01:55:44,2025-06-12,01:55:44,1310.8,,0.0,,19.8,,6.046,,320.0,,1.71,,1.18,
2025-06-12 01:56:26,2025-06-12,01:56:26,,15.2,,76.0,,19.6,,16.653,,24.9,,1.51,,1.19
2025-06-12 01:56:47,2025-06-12,01:56:47,1310.8,,0.0,,19.8,,6.046,,331.2,,2.09,,0.94,
2025-06-12 01:57:30,2025-06-12,01:57:30,,15.2,,76.1,,19.6,,16.665,,24.2,,1.69,,1.11
2025-06-12 01:57:50,2025-06-12,01:57:50,1310.8,,0.0,,19.8,,6.046,,334.4,,2.02,,1.06,
2025-06-12 01:58:33,2025-06-12,01:58:33,,15.3,,76.2,,19.6,,16.678,,48.0,,1.34,,0.83
