datetime,date,hour,id_meteo_station,Velocità del vento,dew_point,humidity,temperature,wet_bulb,wind_dir,wind_gust
2025-06-23 05:46:55,2025-06-23,05:46:55,in,0.79,1310.8,0.0,19.2,5.796,325.1,1.19
2025-06-23 05:47:45,2025-06-23,05:47:45,out,1.04,19.0,100.0,19.0,19.004,62.3,1.47
2025-06-23 05:47:59,2025-06-23,05:47:59,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 05:48:48,2025-06-23,05:48:48,out,1.08,19.0,100.0,19.0,19.004,58.9,1.33
2025-06-23 05:49:02,2025-06-23,05:49:02,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 05:49:52,2025-06-23,05:49:52,out,0.76,18.9,100.0,18.9,18.904,64.4,1.26
2025-06-23 05:50:06,2025-06-23,05:50:06,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 05:50:56,2025-06-23,05:50:56,out,1.06,18.9,100.0,18.9,18.904,62.0,1.28
2025-06-23 05:51:10,2025-06-23,05:51:10,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 05:51:59,2025-06-23,05:51:59,out,1.18,18.9,100.0,18.9,18.904,65.0,1.43
2025-06-23 05:52:12,2025-06-23,05:52:12,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 05:53:02,2025-06-23,05:53:02,out,1.29,18.9,100.0,18.9,18.904,58.2,1.42
2025-06-23 05:53:16,2025-06-23,05:53:16,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 05:54:06,2025-06-23,05:54:06,out,1.13,18.9,100.0,18.9,18.904,60.8,1.26
2025-06-23 05:54:20,2025-06-23,05:54:20,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 05:55:10,2025-06-23,05:55:10,out,0.83,18.9,100.0,18.9,18.904,60.6,1.3
2025-06-23 05:55:24,2025-06-23,05:55:24,in,0.79,1310.8,0.0,19.4,5.879,325.1,1.19
2025-06-23 05:56:13,2025-06-23,05:56:13,out,1.01,18.9,100.0,18.9,18.904,58.8,1.25
2025-06-23 05:56:26,2025-06-23,05:56:26,in,0.79,1310.8,0.0,19.4,5.879,325.1,1.19
2025-06-23 05:57:16,2025-06-23,05:57:16,out,0.74,18.9,100.0,18.9,18.904,49.8,1.29
2025-06-23 05:57:30,2025-06-23,05:57:30,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 05:58:20,2025-06-23,05:58:20,out,1.0,18.9,100.0,18.9,18.904,46.2,1.34
2025-06-23 05:58:34,2025-06-23,05:58:34,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 05:59:24,2025-06-23,05:59:24,out,0.93,18.9,100.0,18.9,18.904,30.1,1.36
2025-06-23 05:59:38,2025-06-23,05:59:38,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:00:27,2025-06-23,06:00:27,out,1.1,18.9,100.0,18.9,18.904,35.8,1.27
2025-06-23 06:00:41,2025-06-23,06:00:41,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:01:30,2025-06-23,06:01:30,out,1.12,18.9,100.0,18.9,18.904,30.3,1.32
2025-06-23 06:01:44,2025-06-23,06:01:44,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:02:34,2025-06-23,06:02:34,out,1.13,19.0,100.0,19.0,19.004,10.6,1.29
2025-06-23 06:02:48,2025-06-23,06:02:48,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:03:38,2025-06-23,06:03:38,out,0.98,19.0,100.0,19.0,19.004,5.6,1.24
2025-06-23 06:03:52,2025-06-23,06:03:52,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:04:41,2025-06-23,06:04:41,out,1.06,19.0,100.0,19.0,19.004,4.1,1.22
2025-06-23 06:04:55,2025-06-23,06:04:55,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:05:44,2025-06-23,06:05:44,out,0.73,19.0,100.0,19.0,19.004,6.6,1.07
2025-06-23 06:05:58,2025-06-23,06:05:58,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:06:48,2025-06-23,06:06:48,out,0.66,19.1,100.0,19.1,19.105,18.6,1.09
2025-06-23 06:07:30,2025-06-23,06:07:30,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:07:52,2025-06-23,06:07:52,out,0.56,19.0,100.0,19.0,19.004,33.2,1.11
2025-06-23 06:08:33,2025-06-23,06:08:33,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:08:55,2025-06-23,06:08:55,out,0.98,19.1,100.0,19.1,19.105,21.2,1.27
2025-06-23 06:09:36,2025-06-23,06:09:36,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:09:58,2025-06-23,06:09:58,out,1.09,19.1,100.0,19.1,19.105,27.8,1.3
2025-06-23 06:10:40,2025-06-23,06:10:40,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:11:02,2025-06-23,06:11:02,out,1.16,19.1,100.0,19.1,19.105,29.0,1.49
2025-06-23 06:11:44,2025-06-23,06:11:44,in,0.79,1310.8,0.0,19.2,5.796,325.1,1.19
2025-06-23 06:12:06,2025-06-23,06:12:06,out,1.34,19.1,100.0,19.1,19.105,41.9,1.55
2025-06-23 06:12:47,2025-06-23,06:12:47,in,0.79,1310.8,0.0,19.2,5.796,325.1,1.19
2025-06-23 06:13:09,2025-06-23,06:13:09,out,0.83,19.1,100.0,19.1,19.105,43.7,1.23
2025-06-23 06:13:50,2025-06-23,06:13:50,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:14:12,2025-06-23,06:14:12,out,0.62,19.1,100.0,19.1,19.105,57.5,1.34
2025-06-23 06:14:54,2025-06-23,06:14:54,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:15:16,2025-06-23,06:15:16,out,1.03,19.1,100.0,19.1,19.105,56.3,1.3
2025-06-23 06:15:58,2025-06-23,06:15:58,in,0.79,1310.8,0.0,19.3,5.838,325.1,1.19
2025-06-23 06:16:20,2025-06-23,06:16:20,out,0.71,19.1,100.0,19.1,19.105,46.1,1.27
2025-06-23 06:17:01,2025-06-23,06:17:01,in,0.79,1310.8,0.0,19.4,5.879,325.1,1.19
2025-06-23 06:17:23,2025-06-23,06:17:23,out,0.93,19.1,100.0,19.1,19.105,69.0,1.16
2025-06-23 06:18:04,2025-06-23,06:18:04,in,0.79,1310.8,0.0,19.4,5.879,325.1,1.19
2025-06-23 06:18:26,2025-06-23,06:18:26,out,1.34,19.1,100.0,19.1,19.105,62.3,1.6
2025-06-23 06:19:08,2025-06-23,06:19:08,in,0.79,1310.8,0.0,19.4,5.879,325.1,1.19
2025-06-23 06:19:30,2025-06-23,06:19:30,out,0.78,19.1,100.0,19.1,19.105,84.1,1.66
2025-06-23 06:20:12,2025-06-23,06:20:12,in,0.79,1310.8,0.0,19.4,5.879,325.1,1.19
2025-06-23 06:20:34,2025-06-23,06:20:34,out,0.66,19.2,100.0,19.2,19.206,93.2,1.05
2025-06-23 06:21:15,2025-06-23,06:21:15,in,0.79,1310.8,0.0,19.4,5.879,325.1,1.19
2025-06-23 06:21:37,2025-06-23,06:21:37,out,0.91,,,19.2,,89.8,1.09
2025-06-23 06:22:18,2025-06-23,06:22:18,in,0.79,1310.8,0.0,19.4,5.879,325.1,1.19
2025-06-23 06:22:40,2025-06-23,06:22:40,out,0.63,19.2,100.0,19.2,19.206,60.3,1.22
2025-06-23 06:23:22,2025-06-23,06:23:22,in,0.79,1310.8,0.0,19.5,5.921,325.1,1.19
2025-06-23 06:23:44,2025-06-23,06:23:44,out,1.01,19.2,100.0,19.2,19.206,62.2,1.25
2025-06-23 06:24:26,2025-06-23,06:24:26,in,0.79,1310.8,0.0,19.5,5.921,325.1,1.19
2025-06-23 06:24:48,2025-06-23,06:24:48,out,1.2,19.2,100.0,19.2,19.206,64.2,1.53
2025-06-23 06:25:29,2025-06-23,06:25:29,in,0.79,1310.8,0.0,19.5,5.921,325.1,1.19
2025-06-23 06:25:51,2025-06-23,06:25:51,out,1.46,19.2,100.0,19.2,19.206,63.4,1.55
2025-06-23 06:26:32,2025-06-23,06:26:32,in,0.79,1310.8,0.0,19.5,5.921,325.1,1.19
2025-06-23 06:26:54,2025-06-23,06:26:54,out,1.25,19.2,100.0,19.2,19.206,63.3,1.75
2025-06-23 06:27:36,2025-06-23,06:27:36,in,0.79,1310.8,0.0,19.5,5.921,325.1,1.19
2025-06-23 06:27:58,2025-06-23,06:27:58,out,1.27,19.3,100.0,19.3,19.307,63.5,1.52
2025-06-23 06:28:40,2025-06-23,06:28:40,in,0.79,1310.8,0.0,19.5,5.921,325.1,1.19
2025-06-23 06:29:02,2025-06-23,06:29:02,out,1.16,19.3,100.0,19.3,19.307,64.6,1.33
2025-06-23 06:29:44,2025-06-23,06:29:44,in,0.79,1310.8,0.0,19.5,5.921,325.1,1.19
2025-06-23 06:30:05,2025-06-23,06:30:05,out,1.12,19.3,100.0,19.3,19.307,63.1,1.2
2025-06-23 06:30:46,2025-06-23,06:30:46,in,0.79,1310.8,0.0,19.6,5.963,325.1,1.19
2025-06-23 06:31:08,2025-06-23,06:31:08,out,0.62,19.4,100.0,19.4,19.407,63.4,1.01
2025-06-23 06:31:50,2025-06-23,06:31:50,in,0.79,1310.8,0.0,19.6,5.963,325.1,1.19
2025-06-23 06:32:12,2025-06-23,06:32:12,out,0.77,19.4,100.0,19.4,19.407,64.0,1.06
2025-06-23 06:32:54,2025-06-23,06:32:54,in,0.79,1310.8,0.0,19.7,6.004,325.1,1.19
2025-06-23 06:33:16,2025-06-23,06:33:16,out,0.88,19.4,100.0,19.4,19.407,47.1,1.08
2025-06-23 06:33:58,2025-06-23,06:33:58,in,0.79,1310.8,0.0,19.7,6.004,325.1,1.19
2025-06-23 06:34:19,2025-06-23,06:34:19,out,0.98,19.5,100.0,19.5,19.508,47.3,1.04
2025-06-23 06:35:01,2025-06-23,06:35:01,in,0.74,1310.8,0.0,19.7,6.004,328.0,0.52
2025-06-23 06:35:22,2025-06-23,06:35:22,out,0.72,19.5,100.0,19.5,19.508,36.1,1.15
2025-06-23 06:36:04,2025-06-23,06:36:04,in,0.8,1310.8,0.0,19.7,6.004,322.4,0.95
2025-06-23 06:36:26,2025-06-23,06:36:26,out,0.65,19.5,100.0,19.5,19.508,28.2,1.15
2025-06-23 06:37:08,2025-06-23,06:37:08,in,0.99,1310.8,0.0,19.8,6.046,321.1,1.59
2025-06-23 06:37:30,2025-06-23,06:37:30,out,0.81,19.6,100.0,19.6,19.609,10.1,0.95
2025-06-23 06:38:12,2025-06-23,06:38:12,in,0.88,1310.8,0.0,19.8,6.046,324.3,1.09
2025-06-23 06:38:33,2025-06-23,06:38:33,out,0.51,19.6,100.0,19.6,19.609,25.9,0.95
2025-06-23 06:39:15,2025-06-23,06:39:15,in,0.74,1310.8,0.0,19.9,6.087,320.8,0.98
2025-06-23 06:39:36,2025-06-23,06:39:36,out,0.68,19.7,100.0,19.7,19.709,47.3,1.07
2025-06-23 06:40:18,2025-06-23,06:40:18,in,0.79,1310.8,0.0,19.9,6.087,321.1,0.91
2025-06-23 06:40:40,2025-06-23,06:40:40,out,0.53,19.8,100.0,19.8,19.81,21.1,0.76
2025-06-23 06:41:22,2025-06-23,06:41:22,in,0.89,1310.8,0.0,19.9,6.087,329.6,1.08
2025-06-23 06:41:44,2025-06-23,06:41:44,out,0.73,19.8,100.0,19.8,19.81,12.1,0.83
2025-06-23 06:42:26,2025-06-23,06:42:26,in,0.93,1310.8,0.0,20.0,6.129,320.8,1.19
2025-06-23 06:42:47,2025-06-23,06:42:47,out,0.65,19.8,100.0,19.8,19.81,19.7,0.85
2025-06-23 06:43:29,2025-06-23,06:43:29,in,0.9,1310.8,0.0,20.0,6.129,322.8,0.81
2025-06-23 06:43:50,2025-06-23,06:43:50,out,0.54,19.9,100.0,19.9,19.911,18.5,0.88
2025-06-23 06:44:32,2025-06-23,06:44:32,in,0.94,1310.8,0.0,20.1,6.17,324.0,1.18
2025-06-23 06:44:54,2025-06-23,06:44:54,out,0.52,20.0,100.0,20.0,20.012,10.0,0.76
2025-06-23 06:45:36,2025-06-23,06:45:36,in,0.94,1310.8,0.0,20.1,6.17,324.0,1.18
2025-06-23 06:45:58,2025-06-23,06:45:58,out,0.75,20.0,100.0,20.0,20.012,13.7,1.07
2025-06-23 06:46:40,2025-06-23,06:46:40,in,0.92,1310.8,0.0,20.1,6.17,322.8,0.71
2025-06-23 06:47:01,2025-06-23,06:47:01,out,0.89,20.1,100.0,20.1,20.112,15.1,1.14
2025-06-23 06:47:43,2025-06-23,06:47:43,in,0.92,1310.8,0.0,20.1,6.17,322.8,0.71
2025-06-23 06:48:04,2025-06-23,06:48:04,out,0.58,20.1,100.0,20.1,20.112,13.1,1.01
2025-06-23 06:48:46,2025-06-23,06:48:46,in,0.86,1310.8,0.0,20.1,6.17,330.0,0.77
2025-06-23 06:49:08,2025-06-23,06:49:08,out,0.64,20.2,100.0,20.2,20.213,19.5,1.22
2025-06-23 06:49:50,2025-06-23,06:49:50,in,0.82,1310.8,0.0,20.1,6.17,336.8,0.99
2025-06-23 06:50:12,2025-06-23,06:50:12,out,0.96,20.2,100.0,20.2,20.213,35.7,1.13
2025-06-23 06:50:54,2025-06-23,06:50:54,in,0.71,1310.8,0.0,20.2,6.212,328.1,0.82
2025-06-23 06:51:15,2025-06-23,06:51:15,out,0.88,20.2,100.0,20.2,20.213,30.8,1.05
2025-06-23 06:51:57,2025-06-23,06:51:57,in,0.64,1310.8,0.0,20.2,6.212,320.7,1.0
2025-06-23 06:52:18,2025-06-23,06:52:18,out,0.79,20.3,100.0,20.3,20.314,33.1,1.02
2025-06-23 06:53:00,2025-06-23,06:53:00,in,0.95,1310.8,0.0,20.2,6.212,331.3,1.9
2025-06-23 06:53:22,2025-06-23,06:53:22,out,0.72,20.3,100.0,20.3,20.314,50.5,1.12
2025-06-23 06:54:04,2025-06-23,06:54:04,in,0.74,1310.8,0.0,20.3,6.253,330.7,1.69
2025-06-23 06:54:26,2025-06-23,06:54:26,out,0.77,20.4,100.0,20.4,20.414,22.1,1.18
2025-06-23 06:55:08,2025-06-23,06:55:08,in,0.88,1310.8,0.0,20.3,6.253,326.1,1.15
2025-06-23 06:55:29,2025-06-23,06:55:29,out,0.6,20.4,100.0,20.4,20.414,39.4,1.32
2025-06-23 06:56:11,2025-06-23,06:56:11,in,1.04,1310.8,0.0,20.3,6.253,323.6,1.31
2025-06-23 06:56:32,2025-06-23,06:56:32,out,0.74,20.4,100.0,20.4,20.414,48.5,1.25
2025-06-23 06:57:15,2025-06-23,06:57:15,in,1.18,1310.8,0.0,20.4,6.295,331.9,1.41
2025-06-23 06:57:36,2025-06-23,06:57:36,out,0.76,20.5,100.0,20.5,20.515,65.5,1.04
2025-06-23 06:58:18,2025-06-23,06:58:18,in,1.23,1310.8,0.0,20.4,6.295,322.7,1.77
2025-06-23 06:58:40,2025-06-23,06:58:40,out,1.21,20.5,100.0,20.5,20.515,58.1,1.33
2025-06-23 06:59:22,2025-06-23,06:59:22,in,0.94,1310.8,0.0,20.5,6.337,317.3,1.76
2025-06-23 06:59:43,2025-06-23,06:59:43,out,1.09,20.6,100.0,20.6,20.616,43.8,1.32
2025-06-23 07:00:25,2025-06-23,07:00:25,in,1.16,1310.8,0.0,20.6,6.378,314.1,1.49
2025-06-23 07:00:46,2025-06-23,07:00:46,out,0.88,20.6,100.0,20.6,20.616,55.3,1.37
2025-06-23 07:01:28,2025-06-23,07:01:28,in,0.53,1310.8,0.0,20.7,6.42,329.5,1.4
2025-06-23 07:01:50,2025-06-23,07:01:50,out,1.0,20.6,100.0,20.6,20.616,46.0,1.21
2025-06-23 07:02:32,2025-06-23,07:02:32,in,0.66,1310.8,0.0,20.8,6.461,318.5,1.84
2025-06-23 07:02:54,2025-06-23,07:02:54,out,0.77,20.7,100.0,20.7,20.717,83.4,1.17
2025-06-23 07:03:36,2025-06-23,07:03:36,in,0.61,1310.8,0.0,20.8,6.461,326.9,1.32
2025-06-23 07:03:57,2025-06-23,07:03:57,out,0.84,20.7,100.0,20.7,20.717,68.7,0.96
2025-06-23 07:04:39,2025-06-23,07:04:39,in,0.66,1310.8,0.0,20.9,6.503,329.8,1.67
2025-06-23 07:05:00,2025-06-23,07:05:00,out,0.89,20.8,100.0,20.8,20.817,63.2,1.09
2025-06-23 07:05:42,2025-06-23,07:05:42,in,1.25,1310.8,0.0,20.9,6.503,318.1,1.66
2025-06-23 07:06:04,2025-06-23,07:06:04,out,0.32,20.9,100.0,20.9,20.918,45.4,0.71
2025-06-23 07:06:46,2025-06-23,07:06:46,in,0.91,1310.8,0.0,21.0,6.544,329.1,1.21
2025-06-23 07:07:08,2025-06-23,07:07:08,out,0.54,20.9,100.0,20.9,20.918,47.5,0.7
2025-06-23 07:07:50,2025-06-23,07:07:50,in,0.86,1310.8,0.0,21.1,6.586,319.3,1.7
2025-06-23 07:08:11,2025-06-23,07:08:11,out,0.91,21.0,100.0,21.0,21.019,74.5,1.23
2025-06-23 07:08:53,2025-06-23,07:08:53,in,0.89,1310.8,0.0,21.1,6.586,325.2,1.63
2025-06-23 07:09:14,2025-06-23,07:09:14,out,1.11,21.1,100.0,21.1,21.119,71.2,1.29
2025-06-23 07:09:56,2025-06-23,07:09:56,in,1.19,1310.8,0.0,21.2,6.627,324.9,1.62
2025-06-23 07:10:18,2025-06-23,07:10:18,out,0.91,21.1,100.0,21.1,21.119,77.8,1.18
2025-06-23 07:11:00,2025-06-23,07:11:00,in,0.85,1310.8,0.0,21.2,6.627,320.5,1.49
2025-06-23 07:11:22,2025-06-23,07:11:22,out,0.97,21.1,100.0,21.1,21.119,56.0,1.24
2025-06-23 07:12:04,2025-06-23,07:12:04,in,1.3,1310.8,0.0,21.3,6.669,314.6,1.6
2025-06-23 07:12:25,2025-06-23,07:12:25,out,0.81,21.2,100.0,21.2,21.22,66.8,1.02
2025-06-23 07:13:08,2025-06-23,07:13:08,in,1.36,1310.8,0.0,21.4,6.71,318.0,1.71
2025-06-23 07:13:29,2025-06-23,07:13:29,out,0.54,21.2,100.0,21.2,21.22,68.3,0.89
2025-06-23 07:14:10,2025-06-23,07:14:10,in,1.48,1310.8,0.0,21.5,6.752,316.4,1.73
2025-06-23 07:14:32,2025-06-23,07:14:32,out,0.61,21.3,100.0,21.3,21.321,62.9,0.8
2025-06-23 07:15:14,2025-06-23,07:15:14,in,1.14,1310.8,0.0,21.5,6.752,319.6,1.6
2025-06-23 07:15:36,2025-06-23,07:15:36,out,0.6,21.4,100.0,21.4,21.422,54.5,0.88
2025-06-23 07:16:18,2025-06-23,07:16:18,in,0.99,1310.8,0.0,21.6,6.793,316.5,1.56
2025-06-23 07:16:39,2025-06-23,07:16:39,out,0.39,21.5,100.0,21.5,21.522,63.3,0.58
2025-06-23 07:17:22,2025-06-23,07:17:22,in,0.76,1310.8,0.0,21.7,6.835,328.7,1.61
2025-06-23 07:17:42,2025-06-23,07:17:42,out,0.33,21.5,100.0,21.5,21.522,40.3,0.58
2025-06-23 07:18:25,2025-06-23,07:18:25,in,1.31,1310.8,0.0,21.9,6.918,321.7,1.78
2025-06-23 07:19:15,2025-06-23,07:19:15,out,0.38,21.7,100.0,21.7,21.724,146.2,0.5
2025-06-23 07:19:28,2025-06-23,07:19:28,in,0.61,1310.8,0.0,22.0,6.959,325.2,1.81
2025-06-23 07:20:17,2025-06-23,07:20:17,out,0.13,21.8,100.0,21.8,21.824,169.1,0.65
2025-06-23 07:20:32,2025-06-23,07:20:32,in,1.27,1310.8,0.0,22.1,7.001,324.6,1.74
2025-06-23 07:21:20,2025-06-23,07:21:20,out,0.16,21.9,100.0,21.9,21.925,286.6,0.43
2025-06-23 07:21:36,2025-06-23,07:21:36,in,1.22,1310.8,0.0,22.2,7.042,319.2,1.96
2025-06-23 07:22:24,2025-06-23,07:22:24,out,0.27,22.0,100.0,22.0,22.026,194.6,0.37
2025-06-23 07:22:38,2025-06-23,07:22:38,in,0.82,1310.8,0.0,22.3,7.084,322.0,1.65
2025-06-23 07:23:28,2025-06-23,07:23:28,out,0.33,22.0,100.0,22.0,22.026,140.2,0.42
2025-06-23 07:23:42,2025-06-23,07:23:42,in,0.72,1310.8,0.0,22.4,7.125,327.5,1.62
2025-06-23 07:24:31,2025-06-23,07:24:31,out,0.7,22.1,100.0,22.1,22.127,143.9,0.89
2025-06-23 07:24:46,2025-06-23,07:24:46,in,1.25,1310.8,0.0,22.5,7.167,326.1,1.52
2025-06-23 07:25:34,2025-06-23,07:25:34,out,0.71,22.1,100.0,22.1,22.127,128.2,0.8
2025-06-23 07:25:49,2025-06-23,07:25:49,in,0.83,1310.8,0.0,22.5,7.167,329.8,1.48
2025-06-23 07:26:38,2025-06-23,07:26:38,out,0.71,22.2,100.0,22.2,22.227,128.9,0.85
2025-06-23 07:26:53,2025-06-23,07:26:53,in,0.92,1310.8,0.0,22.6,7.209,316.9,1.65
2025-06-23 07:27:42,2025-06-23,07:27:42,out,0.72,22.2,100.0,22.2,22.227,137.5,0.9
2025-06-23 07:27:56,2025-06-23,07:27:56,in,1.17,1310.8,0.0,22.7,7.25,327.4,1.71
2025-06-23 07:28:45,2025-06-23,07:28:45,out,0.64,22.3,100.0,22.3,22.328,138.5,0.81
2025-06-23 07:29:00,2025-06-23,07:29:00,in,1.31,1310.8,0.0,22.8,7.292,313.5,1.87
2025-06-23 07:29:49,2025-06-23,07:29:49,out,0.95,,,22.3,,22.3,10.0
2025-06-23 07:30:04,2025-06-23,07:30:04,in,1.82,,,1310.8,,22.9,0.0
2025-06-23 07:30:52,2025-06-23,07:30:52,out,1.03,22.4,100.0,22.4,22.429,141.1,1.15
2025-06-23 07:31:07,2025-06-23,07:31:07,in,0.9,1310.8,0.0,22.9,7.333,324.4,1.6
2025-06-23 07:31:56,2025-06-23,07:31:56,out,0.85,22.4,100.0,22.4,22.429,137.5,1.18
2025-06-23 07:32:10,2025-06-23,07:32:10,in,1.1,1310.8,0.0,23.0,7.374,324.5,1.54
2025-06-23 07:32:59,2025-06-23,07:32:59,out,0.72,22.5,100.0,22.5,22.529,135.9,1.15
2025-06-23 07:33:14,2025-06-23,07:33:14,in,1.11,1310.8,0.0,23.1,7.416,325.4,1.81
2025-06-23 07:34:03,2025-06-23,07:34:03,out,0.8,22.6,100.0,22.6,22.63,146.1,1.04
2025-06-23 07:34:18,2025-06-23,07:34:18,in,1.2,1310.8,0.0,23.2,7.457,320.2,1.5
2025-06-23 07:35:06,2025-06-23,07:35:06,out,0.67,22.6,100.0,22.6,22.63,72.4,1.1
2025-06-23 07:35:21,2025-06-23,07:35:21,in,1.46,1310.8,0.0,23.2,7.457,324.2,1.59
2025-06-23 07:36:10,2025-06-23,07:36:10,out,0.45,22.7,100.0,22.7,22.731,86.1,1.12
2025-06-23 07:36:24,2025-06-23,07:36:24,in,1.22,1310.8,0.0,23.3,7.499,327.2,2.15
2025-06-23 07:37:14,2025-06-23,07:37:14,out,0.65,22.8,100.0,22.8,22.832,96.5,0.95
2025-06-23 07:37:28,2025-06-23,07:37:28,in,1.07,1310.8,0.0,23.3,7.499,323.9,1.75
2025-06-23 07:38:17,2025-06-23,07:38:17,out,0.57,22.6,98.4,22.9,22.724,56.1,1.01
2025-06-23 07:38:32,2025-06-23,07:38:32,in,1.21,1310.8,0.0,23.3,7.499,328.5,1.75
2025-06-23 07:39:20,2025-06-23,07:39:20,out,0.56,22.7,98.2,23.0,22.798,74.2,0.75
2025-06-23 07:39:35,2025-06-23,07:39:35,in,1.02,1310.8,0.0,23.4,7.54,331.5,1.74
2025-06-23 07:40:24,2025-06-23,07:40:24,out,0.51,22.7,98.5,23.0,22.837,96.8,0.62
2025-06-23 07:40:39,2025-06-23,07:40:39,in,1.1,1310.8,0.0,23.5,7.582,325.0,1.75
2025-06-23 07:41:28,2025-06-23,07:41:28,out,0.69,22.8,97.6,23.2,22.92,87.7,0.75
2025-06-23 07:41:42,2025-06-23,07:41:42,in,1.16,1310.8,0.0,23.5,7.582,320.2,1.85
2025-06-23 07:42:31,2025-06-23,07:42:31,out,0.26,22.7,97.0,23.2,22.842,77.2,0.72
2025-06-23 07:42:46,2025-06-23,07:42:46,in,1.15,1310.8,0.0,23.6,7.623,314.1,1.61
2025-06-23 07:43:34,2025-06-23,07:43:34,out,0.42,22.9,97.5,23.3,23.007,105.7,0.57
2025-06-23 07:43:49,2025-06-23,07:43:49,in,0.5,1310.8,0.0,23.7,7.665,303.1,1.74
2025-06-23 07:44:38,2025-06-23,07:44:38,out,0.52,22.9,96.8,23.4,23.015,137.7,0.72
2025-06-23 07:44:52,2025-06-23,07:44:52,in,0.71,1310.8,0.0,23.8,7.706,332.9,1.73
2025-06-23 07:45:42,2025-06-23,07:45:42,out,0.79,22.5,94.7,23.5,22.839,144.9,0.86
2025-06-23 07:45:56,2025-06-23,07:45:56,in,0.55,,,,,314.3,1.44
2025-06-23 07:46:45,2025-06-23,07:46:45,out,1.06,21.7,90.3,23.4,22.16,136.0,1.34
2025-06-23 07:47:00,2025-06-23,07:47:00,in,0.18,1310.8,0.0,23.9,7.748,256.5,1.11
2025-06-23 07:47:48,2025-06-23,07:47:48,out,1.42,,,19.9,,23.4,8.16
2025-06-23 07:48:04,2025-06-23,07:48:04,in,0.93,1310.8,0.0,24.0,7.789,333.7,1.65
2025-06-23 07:48:52,2025-06-23,07:48:52,out,0.79,18.0,71.9,23.4,19.707,108.6,0.98
2025-06-23 07:49:06,2025-06-23,07:49:06,in,1.0,1310.8,0.0,24.1,7.831,321.5,2.35
2025-06-23 07:49:56,2025-06-23,07:49:56,out,0.72,17.6,70.1,23.4,19.463,124.7,1.1
2025-06-23 07:50:10,2025-06-23,07:50:10,in,0.81,1310.8,0.0,24.1,7.831,317.8,1.52
2025-06-23 07:50:59,2025-06-23,07:50:59,out,0.64,17.6,69.7,23.5,19.501,112.7,1.04
2025-06-23 07:51:14,2025-06-23,07:51:14,in,0.91,1310.8,0.0,24.0,7.789,329.4,1.62
2025-06-23 07:52:02,2025-06-23,07:52:02,out,0.43,17.6,69.1,23.6,19.512,132.0,0.96
2025-06-23 07:52:17,2025-06-23,07:52:17,in,1.05,1310.8,0.0,24.1,7.831,329.3,1.77
2025-06-23 07:53:06,2025-06-23,07:53:06,out,0.26,17.6,68.9,23.7,19.578,99.6,0.9
2025-06-23 07:53:21,2025-06-23,07:53:21,in,1.02,1310.8,0.0,24.1,7.831,324.4,1.42
2025-06-23 07:54:10,2025-06-23,07:54:10,out,0.99,17.6,68.5,23.8,19.615,145.6,1.14
2025-06-23 07:54:24,2025-06-23,07:54:24,in,0.86,1310.8,0.0,24.2,7.872,328.6,1.64
2025-06-23 07:55:13,2025-06-23,07:55:13,out,1.01,17.6,67.9,23.9,19.625,158.6,1.22
2025-06-23 07:55:28,2025-06-23,07:55:28,in,0.65,1310.8,0.0,24.4,7.955,333.6,1.33
2025-06-23 07:56:16,2025-06-23,07:56:16,out,1.06,17.6,67.6,24.0,19.676,147.7,1.17
2025-06-23 07:56:32,2025-06-23,07:56:32,in,1.23,1310.8,0.0,24.5,7.997,326.2,1.55
2025-06-23 07:57:20,2025-06-23,07:57:20,out,0.57,17.6,67.2,24.1,19.713,178.8,1.24
2025-06-23 07:57:35,2025-06-23,07:57:35,in,0.86,1310.8,0.0,24.6,8.038,340.4,1.81
