Data,Postazione,Unità,Sensore,Misura
2025-06-12 23:51:20,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.253
2025-06-12 23:51:20,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),2.3
2025-06-12 23:51:19,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),60.2
2025-06-12 23:51:19,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),2.01
2025-06-12 23:50:17,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),13.8
2025-06-12 23:50:17,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.2
2025-06-12 23:50:17,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),20.8
2025-06-12 23:50:17,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.279
2025-06-12 23:50:16,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),68.3
2025-06-12 23:50:16,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.41
2025-06-12 23:50:16,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.98
2025-06-12 23:49:14,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),13.8
2025-06-12 23:49:13,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.95
2025-06-12 23:49:13,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.4
2025-06-12 23:49:13,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),20.8
2025-06-12 23:49:13,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.305
2025-06-12 23:49:12,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),65.1
2025-06-12 23:49:12,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.42
2025-06-12 23:48:10,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.4
2025-06-12 23:48:10,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),13.8
2025-06-12 23:48:10,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),20.8
2025-06-12 23:48:10,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.305
2025-06-12 23:48:09,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),64.6
2025-06-12 23:48:09,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.27
2025-06-12 23:48:09,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),2.07
2025-06-12 23:47:07,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),13.8
2025-06-12 23:47:06,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.62
2025-06-12 23:47:06,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.4
2025-06-12 23:47:06,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),20.9
2025-06-12 23:47:06,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.396
2025-06-12 23:47:05,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),83.3
2025-06-12 23:47:05,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.27
2025-06-12 23:46:03,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.4
2025-06-12 23:46:03,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),20.9
2025-06-12 23:46:03,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.396
2025-06-12 23:46:03,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),13.9
2025-06-12 23:46:02,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),68.9
2025-06-12 23:46:02,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.87
2025-06-12 23:46:02,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.43
2025-06-12 23:45:00,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),13.9
2025-06-12 23:44:59,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.9
2025-06-12 23:44:59,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.4
2025-06-12 23:44:59,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),20.9
2025-06-12 23:44:59,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.396
2025-06-12 23:44:58,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),73.1
2025-06-12 23:44:58,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.05
2025-06-12 23:43:56,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.3
2025-06-12 23:43:56,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),20.9
2025-06-12 23:43:56,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.383
2025-06-12 23:43:56,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),13.9
2025-06-12 23:43:55,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.72
2025-06-12 23:43:55,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),70.7
2025-06-12 23:43:55,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.13
2025-06-12 23:42:53,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:42:52,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.9
2025-06-12 23:42:52,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.3
2025-06-12 23:42:52,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.0
2025-06-12 23:42:52,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.475
2025-06-12 23:42:51,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),74.2
2025-06-12 23:42:51,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.48
2025-06-12 23:41:49,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.3
2025-06-12 23:41:49,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.0
2025-06-12 23:41:49,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.475
2025-06-12 23:41:49,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:41:48,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.98
2025-06-12 23:41:48,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),63.3
2025-06-12 23:41:48,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.84
2025-06-12 23:40:46,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:40:45,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.3
2025-06-12 23:40:45,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.0
2025-06-12 23:40:45,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.475
2025-06-12 23:40:45,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.89
2025-06-12 23:40:44,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),67.7
2025-06-12 23:40:44,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.53
2025-06-12 23:39:42,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:39:42,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.0
2025-06-12 23:39:42,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.475
2025-06-12 23:39:42,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.3
2025-06-12 23:39:41,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),67.9
2025-06-12 23:39:41,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.47
2025-06-12 23:39:41,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.71
2025-06-12 23:38:39,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:38:38,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.2
2025-06-12 23:38:38,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.1
2025-06-12 23:38:38,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.553
2025-06-12 23:38:38,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.88
2025-06-12 23:38:37,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),67.2
2025-06-12 23:38:37,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.38
2025-06-12 23:37:35,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.2
2025-06-12 23:37:35,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.1
2025-06-12 23:37:35,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.553
2025-06-12 23:37:35,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:37:34,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),68.3
2025-06-12 23:37:34,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.44
2025-06-12 23:37:34,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),2.04
2025-06-12 23:36:32,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:36:31,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.1
2025-06-12 23:36:31,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.527
2025-06-12 23:36:31,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),64.0
2025-06-12 23:36:31,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.95
2025-06-12 23:36:30,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),63.5
2025-06-12 23:36:30,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.7
2025-06-12 23:35:28,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),63.8
2025-06-12 23:35:28,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.2
2025-06-12 23:35:28,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.592
2025-06-12 23:35:28,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:35:27,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),55.3
2025-06-12 23:35:27,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.6
2025-06-12 23:35:27,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.74
2025-06-12 23:34:25,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:34:24,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.83
2025-06-12 23:34:24,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),63.7
2025-06-12 23:34:24,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.2
2025-06-12 23:34:24,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.578
2025-06-12 23:34:23,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),65.8
2025-06-12 23:34:23,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.52
2025-06-12 23:33:21,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),63.5
2025-06-12 23:33:21,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.3
2025-06-12 23:33:21,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.643
2025-06-12 23:33:21,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.1
2025-06-12 23:33:20,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.53
2025-06-12 23:33:20,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),54.3
2025-06-12 23:33:20,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.41
2025-06-12 23:32:18,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:32:17,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.42
2025-06-12 23:32:17,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),63.4
2025-06-12 23:32:17,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.3
2025-06-12 23:32:17,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.63
2025-06-12 23:32:16,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),51.7
2025-06-12 23:32:16,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.14
2025-06-12 23:31:14,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),63.2
2025-06-12 23:31:14,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.3
2025-06-12 23:31:14,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.604
2025-06-12 23:31:14,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:31:13,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),52.6
2025-06-12 23:31:13,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.22
2025-06-12 23:31:13,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.44
2025-06-12 23:30:11,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.1
2025-06-12 23:30:10,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.4
2025-06-12 23:30:10,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.681
2025-06-12 23:30:10,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.37
2025-06-12 23:30:10,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),63.1
2025-06-12 23:30:09,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),57.3
2025-06-12 23:30:09,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.18
2025-06-12 23:29:07,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),63.0
2025-06-12 23:29:07,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.4
2025-06-12 23:29:07,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.668
2025-06-12 23:29:07,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:29:06,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),59.7
2025-06-12 23:29:06,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.19
2025-06-12 23:29:06,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.41
2025-06-12 23:28:04,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:28:03,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.21
2025-06-12 23:28:03,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),62.8
2025-06-12 23:28:03,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.4
2025-06-12 23:28:03,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.642
2025-06-12 23:28:02,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),51.0
2025-06-12 23:28:02,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.96
2025-06-12 23:27:00,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:27:00,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.5
2025-06-12 23:27:00,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.706
2025-06-12 23:27:00,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),62.6
2025-06-12 23:26:59,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),22.3
2025-06-12 23:26:59,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.0
2025-06-12 23:26:59,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.2
2025-06-12 23:25:57,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.1
2025-06-12 23:25:56,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),62.4
2025-06-12 23:25:56,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.6
2025-06-12 23:25:56,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.22
2025-06-12 23:25:56,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.77
2025-06-12 23:25:55,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),7.9
2025-06-12 23:25:55,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.85
2025-06-12 23:24:53,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:24:53,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),62.1
2025-06-12 23:24:53,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.6
2025-06-12 23:24:53,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.73
2025-06-12 23:24:52,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),0.4
2025-06-12 23:24:52,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),1.02
2025-06-12 23:24:52,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.14
2025-06-12 23:23:50,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.0
2025-06-12 23:23:49,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.16
2025-06-12 23:23:49,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),61.8
2025-06-12 23:23:49,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.7
2025-06-12 23:23:49,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.781
2025-06-12 23:23:48,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),348.3
2025-06-12 23:23:48,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.91
2025-06-12 23:22:46,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),61.6
2025-06-12 23:22:46,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.8
2025-06-12 23:22:46,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.844
2025-06-12 23:22:46,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.1
2025-06-12 23:22:45,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),350.5
2025-06-12 23:22:45,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.95
2025-06-12 23:22:45,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.29
2025-06-12 23:21:43,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.1
2025-06-12 23:21:42,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),61.4
2025-06-12 23:21:42,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.9
2025-06-12 23:21:42,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.08
2025-06-12 23:21:42,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.908
2025-06-12 23:21:41,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),351.9
2025-06-12 23:21:41,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.88
2025-06-12 23:20:39,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),61.3
2025-06-12 23:20:39,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.9
2025-06-12 23:20:39,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.894
2025-06-12 23:20:39,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.1
2025-06-12 23:20:38,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),1.06
2025-06-12 23:20:38,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),9.8
2025-06-12 23:20:38,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.7
2025-06-12 23:19:36,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.1
2025-06-12 23:19:35,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.85
2025-06-12 23:19:35,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),61.3
2025-06-12 23:19:35,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),21.9
2025-06-12 23:19:35,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.894
2025-06-12 23:19:34,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),20.5
2025-06-12 23:19:34,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.76
2025-06-12 23:18:32,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),61.2
2025-06-12 23:18:32,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),22.0
2025-06-12 23:18:32,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.971
2025-06-12 23:18:32,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.1
2025-06-12 23:18:31,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.91
2025-06-12 23:18:31,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),50.4
2025-06-12 23:18:31,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.86
2025-06-12 23:17:29,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.1
2025-06-12 23:17:28,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.83
2025-06-12 23:17:28,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),61.1
2025-06-12 23:17:28,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),22.0
2025-06-12 23:17:28,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.958
2025-06-12 23:17:27,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),61.4
2025-06-12 23:17:27,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.66
2025-06-12 23:16:25,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),61.1
2025-06-12 23:16:25,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),22.0
2025-06-12 23:16:25,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),16.958
2025-06-12 23:16:25,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.1
2025-06-12 23:16:24,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),68.2
2025-06-12 23:16:24,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.58
2025-06-12 23:16:24,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.65
2025-06-12 23:15:22,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.2
2025-06-12 23:15:21,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.67
2025-06-12 23:15:21,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),61.1
2025-06-12 23:15:21,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),22.1
2025-06-12 23:15:21,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.048
2025-06-12 23:15:20,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),59.7
2025-06-12 23:15:20,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.61
2025-06-12 23:14:18,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.2
2025-06-12 23:14:18,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),61.1
2025-06-12 23:14:18,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),22.1
2025-06-12 23:14:18,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.048
2025-06-12 23:14:17,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),58.2
2025-06-12 23:14:17,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.53
2025-06-12 23:14:17,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.66
2025-06-12 23:13:15,Uni Catania_1 (1864),Sensore Integrato (64),Punto di rugiada (5),14.2
2025-06-12 23:13:14,Uni Catania_1 (1864),Sensore Integrato (64),Umidità aria (4),61.1
2025-06-12 23:13:14,Uni Catania_1 (1864),Sensore Integrato (64),Temperatura aria (3),22.1
2025-06-12 23:13:14,Uni Catania_1 (1864),Sensore Integrato (64),Bulbo umido (40),17.048
2025-06-12 23:13:14,Uni Catania_1 (1864),Sensore Integrato (64),Raffica vento (2),0.78
2025-06-12 23:13:13,Uni Catania_1 (1864),Sensore Integrato (64),Direzione vento (1),11.8
2025-06-12 23:13:13,Uni Catania_1 (1864),Sensore Integrato (64),Velocità del vento (0),0.13
