1,2,3,4,5,6,Timestamp,Entity Name,,NaN,,,,,2025-09-18 10:10:36,DEV_FARM60_TYPE11_ID2
,937,,,,,2025-09-18 17:50:36,DEV_FARM60_TYPE11_ID2
,,679,,,,2025-09-18 17:50:37,DEV_FARM60_TYPE11_ID3
,,,1 078,,,2025-09-18 17:50:38,DEV_FARM60_TYPE11_ID4
,,,,720,,2025-09-18 17:50:39,DEV_FARM60_TYPE11_ID5
,879,,,,,2025-09-18 18:00:36,DEV_FARM60_TYPE11_ID2
,,650,,,,2025-09-18 18:00:37,DEV_FARM60_TYPE11_ID3
,,,1 025,,,2025-09-18 18:00:38,DEV_FARM60_TYPE11_ID4
,,,,733,,2025-09-18 18:00:39,DEV_FARM60_TYPE11_ID5
,931,,,,,2025-09-18 18:10:36,DEV_FARM60_TYPE11_ID2
,,683,,,,2025-09-18 18:10:37,DEV_FARM60_TYPE11_ID3
,,,1 024,,,2025-09-18 18:10:38,DEV_FARM60_TYPE11_ID4
,,,,746,,2025-09-18 18:10:39,DEV_FARM60_TYPE11_ID5
,870,,,,,2025-09-18 18:20:36,DEV_FARM60_TYPE11_ID2
,,712,,,,2025-09-18 18:20:37,DEV_FARM60_TYPE11_ID3
,,,996,,,2025-09-18 18:20:38,DEV_FARM60_TYPE11_ID4
,,,,762,,2025-09-18 18:20:39,DEV_FARM60_TYPE11_ID5
,781,,,,,2025-09-18 18:30:36,DEV_FARM60_TYPE11_ID2
,,668,,,,2025-09-18 18:30:37,DEV_FARM60_TYPE11_ID3
,,,964,,,2025-09-18 18:30:38,DEV_FARM60_TYPE11_ID4
,,,,750,,2025-09-18 18:30:39,DEV_FARM60_TYPE11_ID5
,751,,,,,2025-09-18 18:40:35,DEV_FARM60_TYPE11_ID2
,,685,,,,2025-09-18 18:40:37,DEV_FARM60_TYPE11_ID3
,,,924,,,2025-09-18 18:40:38,DEV_FARM60_TYPE11_ID4
,,,,765,,2025-09-18 18:40:39,DEV_FARM60_TYPE11_ID5
,777,,,,,2025-09-18 18:50:35,DEV_FARM60_TYPE11_ID2
,,725,,,,2025-09-18 18:50:37,DEV_FARM60_TYPE11_ID3
,,,923,,,2025-09-18 18:50:38,DEV_FARM60_TYPE11_ID4
,,,,781,,2025-09-18 18:50:39,DEV_FARM60_TYPE11_ID5
,806,,,,,2025-09-18 19:00:35,DEV_FARM60_TYPE11_ID2
,,685,,,,2025-09-18 19:00:37,DEV_FARM60_TYPE11_ID3
,,,935,,,2025-09-18 19:00:38,DEV_FARM60_TYPE11_ID4
,,,,783,,2025-09-18 19:00:39,DEV_FARM60_TYPE11_ID5
,856,,,,,2025-09-18 19:10:35,DEV_FARM60_TYPE11_ID2
,,685,,,,2025-09-18 19:10:37,DEV_FARM60_TYPE11_ID3
,,,1 017,,,2025-09-18 19:10:38,DEV_FARM60_TYPE11_ID4
,,,,791,,2025-09-18 19:10:39,DEV_FARM60_TYPE11_ID5
,778,,,,,2025-09-18 19:20:35,DEV_FARM60_TYPE11_ID2
,,704,,,,2025-09-18 19:20:37,DEV_FARM60_TYPE11_ID3
,,,971,,,2025-09-18 19:20:38,DEV_FARM60_TYPE11_ID4
,,,,765,,2025-09-18 19:20:39,DEV_FARM60_TYPE11_ID5
,770,,,,,2025-09-18 19:30:36,DEV_FARM60_TYPE11_ID2
,,664,,,,2025-09-18 19:30:37,DEV_FARM60_TYPE11_ID3
