1,2,3,4,5,6,Timestamp,Entity Name,,NaN,,,,,2025-09-18 10:10:36,DEV_FARM60_TYPE11_ID2
,,,,"26,7",,2025-09-18 20:20:39,DEV_FARM60_TYPE11_ID5
,"26,4",,,,,2025-09-18 20:30:36,DEV_FARM60_TYPE11_ID2
,,"26,2",,,,2025-09-18 20:30:37,DEV_FARM60_TYPE11_ID3
,,,"25,9",,,2025-09-18 20:30:37,DEV_FARM60_TYPE11_ID4
,,,,"26,6",,2025-09-18 20:30:38,DEV_FARM60_TYPE11_ID5
,"26,2",,,,,2025-09-18 20:40:36,DEV_FARM60_TYPE11_ID2
,,26,,,,2025-09-18 20:40:37,DEV_FARM60_TYPE11_ID3
,,,"25,8",,,2025-09-18 20:40:38,DEV_FARM60_TYPE11_ID4
,,,,"26,5",,2025-09-18 20:40:38,DEV_FARM60_TYPE11_ID5
,"26,1",,,,,2025-09-18 20:50:36,DEV_FARM60_TYPE11_ID2
,,"25,9",,,,2025-09-18 20:50:37,DEV_FARM60_TYPE11_ID3
,,,"25,7",,,2025-09-18 20:50:38,DEV_FARM60_TYPE11_ID4
,,,,"26,4",,2025-09-18 20:50:38,DEV_FARM60_TYPE11_ID5
,26,,,,,2025-09-18 21:00:36,DEV_FARM60_TYPE11_ID2
,,"25,9",,,,2025-09-18 21:00:37,DEV_FARM60_TYPE11_ID3
,,,"25,6",,,2025-09-18 21:00:38,DEV_FARM60_TYPE11_ID4
,,,,"26,4",,2025-09-18 21:00:38,DEV_FARM60_TYPE11_ID5
,26,,,,,2025-09-18 21:10:36,DEV_FARM60_TYPE11_ID2
,,"25,8",,,,2025-09-18 21:10:37,DEV_FARM60_TYPE11_ID3
,,,"25,6",,,2025-09-18 21:10:38,DEV_FARM60_TYPE11_ID4
,,,,"26,3",,2025-09-18 21:10:38,DEV_FARM60_TYPE11_ID5
,"25,8",,,,,2025-09-18 21:20:36,DEV_FARM60_TYPE11_ID2
,,"25,6",,,,2025-09-18 21:20:37,DEV_FARM60_TYPE11_ID3
